abandon_claim_greater_romania_desc;Abandon the goal to re-create a nation-state which would incorporate all Romanian speakers. The phrase is strongly associated with the Kingdom of Romania between 1918 and 1940, often considered the realization of the pan-Romanian goal. In 1918, after the incorporation of Transylvania, Bukovina and Bessarabia, the Romanian state reached its largest peacetime geographical extent ever ;;;;;;;;;;;;x
abandon_claim_greater_russia_title;New Russia;;;;;;;;;;;;x
abandon_claim_greater_russia_desc;Reject the idea of a Greater Russia. Greater Russia is a political aspiration of Russian nationalists and irredentists to retake some or all of the territories of the other republics of the former Soviet Union and territory of the former Russian Empire and amalgamate them into a single Russian state.;;;;;;;;;;;;x
abandon_claim_greater_sgf_title;Remain Austria-Bavaria;;;;;;;;;;;;x
abandon_claim_greater_sgf_desc;The regions we have claimed as part of $COUNTRY$ may have proximity to our borders, but, in religion and culture, they are undoubtedly part of Germany, and likely would like to stay that way.;;;;;;;;;;;;x
abandon_claim_greater_armenia_title;Modern Armenia;;;;;;;;;;;;x
abandon_claim_greater_armenia_desc;United Armenia, also known as Greater Armenia or Great Armenia, is an irredentist concept of the territory outside the Republic of Armenia which is considered by Armenians as part of their national homeland, based on the present-day and/or historical Armenian presence. ;;;;;;;;;;;;x
abandon_claim_greater_azerbaijan_title;Modern Azerbaijan;;;;;;;;;;;;x
abandon_claim_greater_azerbaijan_desc;The borders of Azerbaijan should not extend from Derbent to the Persian Gulf.Azerbaijanis, with historical presence in the territory has right to rule over it with a proposed system of governance called United Azerbaijani Lands ;;;;;;;;;;;;x
abandon_claim_greater_yemen_title;Modern Yemen;;;;;;;;;;;;x
abandon_claim_greater_yemen_desc;Abandon the idea of a Greater  Yemen. Greater Yemen (Al-Yaman al-Kubra) is a geographic term denoting the present territory of the Republic of Yemen as well as the Saudi regions of 'Asir, Najran, Jizan, adjacent islands in the Red Sea, adjacent parts of Tihamah and the Omani governorate of Dhofar.;;;;;;;;;;;;x
abandon_claim_greater_somalia_title;Core Somalia;;;;;;;;;;;;x
abandon_claim_greater_somalia_desc;Abandon the idea of a Greater Somalia. Greater Somalia refers to those regions in the Horn of Africa in which ethnic Somalis are and have historically represented the predominant population. Greater Somalia encompasses Somalia, Djibouti, the Ogaden of Ethiopia and the North Eastern Province of Kenya. Pan-Somalism refers to the vision of unifying these territories as a single Somali nation. ;;;;;;;;;;;;x
abandon_claim_greater_south_title;Deep South;;;;;;;;;;;;x
abandon_claim_greater_south_desc;The Confederate States of America was created by secessionists in Southern slave states who refused to remain in a country that was turning them into secondclass citizens. They judged the agent of change to be abolitionists and anti-slavery elements in the Republican Party, whom they believed used repeated insult and injury to subject them to intolerable "humiliation and degradation". The Old South shall not be resurrected.;;;;;;;;;;;;x
abandon_claim_greater_texas_title;State borders of Texas;;;;;;;;;;;;x
abandon_claim_greater_texas_desc;When Texas joined the Union, it agreed to only claim some of the land south of the Nueces River, and leave out New Mexico. After the Mexican-American War, Texas was given all lands down to the Rio Grande east of New Mexico, though the Yankees could have made a new state. There is no legal basis to claim any other lands.;;;;;;;;;;;;x
abandon_claim_greater_mongolia_title;Outher Mongolism;;;;;;;;;;;;x
abandon_claim_greater_mongolia_desc;Reject Greater Mongolia. Pan-Mongolism is an irredentist idea that advocates cultural and political solidarity of Mongols.The proposed territory, called "Greater Mongolia" usually includes the independent state of Mongolia,the Chinese regions of Inner Mongolia and Dzungaria, and the Russian subjects of Buryatia.;;;;;;;;;;;;x
abandon_claim_greater_bangladesh_title;Smaller Bangladesh;;;;;;;;;;;;x
abandon_claim_greater_bangladesh_desc;Reject the proposal for a ethno-linguistic region of Bengal encompasses the territory of Bangladesh and the Indian state of West Bengal, as well as parts of Assam and Tripura. During the rule of the Hindu Sena dynasty in Bengal the notion of a Greater Bangladesh first emerged with the idea of uniting Bengali-speaking people in the areas now known as Orissa, Bihar and Indian North East (Assam, Tripura, and Meghalaya) along with the Bengal.;;;;;;;;;;;;x
abandon_claim_greater_germany_title;German Reunification;Accept The OderNeisse line;;;;;;;;;;;x
abandon_claim_greater_germany_desc;Accept the jure borders. The German definition of the "de jure" borders of Germany was based on the determinations of the Potsdam Agreement, which placed the German territories (as of 31 December 1937) east of the OderNeisse line "under the administration of the Polish State" while "the final delimitation of the western frontier of Poland should await the peace settlement". The recognition of the Oder-Neisse Line as permanent was thus only reserved to a final peace settlement with reunited Germany.;;;;;;;;;;;;x
claim_greater_finland;Greater Finland;;;;;;;;;;;;x
claim_greater_finland_title;Greater Finland;;;;;;;;;;;;x
claim_greater_finland_desc;Greater Finland is an irredentist and nationalist idea which emphasized territorial expansion of Finland in the context of pan-Fennicism. The most coined version of Greater Finland was thought to be limited by natural borders encompassing the territories inhabited by Finns and Karelians, ranging from the White Sea to Lake Onega and along the Svir River and Neva River;;;;;;;;;;;;x
abandon_claim_greater_finland_title;Abandon Greater Finland;;;;;;;;;;;;x
abandon_claim_greater_finland_desc;After the Continuation War, the Greater Finland idea was practically shut down, because its concept was no longer possible by political or military condition. The Soviet Union had won the war and Finland was prepared for harsh peace treaties, which, among other things, made the Finnish territory further decrease. In addition to nazism and fascism, Lebensraum-expansive thoughts were no longer considered to be a good thing.;;;;;;;;;;;;x
claim_greater_fer_title;Control over Kamchatka;;;;;;;;;;;;x
claim_greater_fer_desc;During the Russian Civil War, the borders of the Far Eastern Republic were unclear and prone to change. It is clear that the socialist democracy fought valiantly, being the last state to be absorbed into the Bolshevik union, its constitution all but forgotten. We have revived it, and established ourselves as the sucessor to the Far Eastern Republic and a free nation. Our duty to our people is to seize the Bering Sea coast, which the First Republic once controlled, for strategic, economic, and security reasons. Only then can we become, as our great city claims, the "Vladivostok" - the Ruler of the East!;;;;;;;;;;;;x
abandon_claim_greater_fer_title;Abandon Kamchatkan claims;;;;;;;;;;;;x
abandon_claim_greater_fer_desc;We are a young nation, and, though our independence was undoubtedly earned and the loyalty of our people assured, it might nevertheless be better to look inward. Like the First Far Eastern Republic before us, we must not fall to political factionalism. We will foster national unity, and then, surely, we will be able to show the world our greatness.;;;;;;;;;;;;x
claim_greater_iran;Greater Iran;;;;;;;;;;;;x
claim_greater_iran_title;Greater Iran;;;;;;;;;;;;x
claim_greater_iran_desc;Greater Iran or the Iranian Cultural Continent, refers to the regions of West, Central and South Asia that have significant Iranian cultural influence due to having been either long historically ruled by the various Iranian and Persian empires, having considerable aspects of Persian culture in their own culture due to extensive contact with the various Empires based in Persia;;;;;;;;;;;;x
abandon_claim_greater_iran_title;Abandon Greater Iran;;;;;;;;;;;;x
abandon_claim_greater_iran_desc;Abandon the claim for a greater Iran. Greater Iran or the Iranian Cultural Continent, refers to the regions of West, Central and South Asia that have significant Iranian cultural influence due to having been either long historically ruled by the various Iranian and Persian empires, having considerable aspects of Persian culture in their own culture due to extensive contact with the various Empires based in Persia;;;;;;;;;;;;x
claim_greater_samoa;Greater Samoa;;;;;;;;;;;;x
claim_greater_samoa_title;Greater Samoa;;;;;;;;;;;;x
claim_greater_samoa_desc;The government shall amended the constitution to change the country's name from Western Samoa to Samoa. The US territory of American Samoa is part of Samoa. American Samoans still use the terms Western Samoa and Western Samoans to describe the independent State of Samoa and its inhabitants.;;;;;;;;;;;;x
abandon_claim_greater_samoa_title;Abandon Greater Samoa;;;;;;;;;;;;x
abandon_claim_greater_samoa_desc;Accept the division of Samoa in to a West Samoa and East Samoa;;;;;;;;;;;;x
claim_greater_morocco;Greater Morocco;;;;;;;;;;;;x
claim_greater_morocco_title;Greater Morocco;;;;;;;;;;;;x
claim_greater_morocco_desc;Greater Morocco is a label historically used by some Moroccan anti-colonial political leaders[citation needed] protesting against Spanish, Portuguese, Algerian and French rule, to refer to wider territories historically associated with the Moroccan Sultan.;;;;;;;;;;;;x
abandon_claim_greater_morocco_title;Abandon Greater Morocco;;;;;;;;;;;;x
abandon_claim_greater_morocco_desc;Abandon the idea of Greater Morocco;;;;;;;;;;;;x
claim_greater_northern_mariana;Greater Northern Mariana Islands;;;;;;;;;;;;x
claim_greater_northern_mariana_title;Greater Northern Mariana Islands;;;;;;;;;;;;x
claim_greater_northern_mariana_desc;The people of the Northern Mariana Islands shall strive for unification with Guam.;;;;;;;;;;;;x
abandon_claim_greater_northern_mariana_title;Abandon Greater Northern Mariana Islands Idea;;;;;;;;;;;;x
abandon_claim_greater_northern_mariana_desc;Abandon the Greater Northern Mariana Islands idea. Accept that Guam is lost.;;;;;;;;;;;;x
claim_greater_ethiopia;Ethiopian Access to the Sea;;;;;;;;;;;;x
claim_greater_ethiopia_title;Ethiopian Access to the Sea;;;;;;;;;;;;x
claim_greater_ethiopia_desc;In the 1950s, the Ethiopian administration under Emperor Haile Selassie sought to annex Eritrea and Italian Somaliland. He laid claim to both territories in a letter to Franklin D. Roosevelt at the Paris Peace Conference and at the First Session of the United Nations. In the United Nations, the debate over the fate of the former Italian colonies continued. The British and Americans preferred to cede all of Eritrea except the Western province to the Ethiopians as a reward for their support during World War II. The Independence Bloc of Eritrean parties consistently requested from the UN General Assembly that a referendum be held immediately to settle the Eritrean question of sovereignty.;;;;;;;;;;;;x
