party_liberal_0_EAI;Liberal Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_0_EAI;Populist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_0_EAI;Progressive Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_0_EAI;Socialist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_0_EAI;Traditionalist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_0_ECA;Communist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_0_ECA;Conservative Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_0_ECA;Liberal Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_0_ECA;Populist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_0_ECA;Progressive Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_0_ECA;Socialist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_0_ECA;Traditionalist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_0_ECU;Alianza PAIS;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_0_ECU;Creating Opportunities;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_0_ECU;Ecuadorian Roldosist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_1_ECU;Patriotic Society Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_0_ECU;Plurinational Unity of the Lefts;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_0_ECU;Social Christian Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_0_ECU;Socialist Party  Broad Front of Ecuador;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_0_ECU;Traditionalist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_0_EGY;Liberal Constitutional Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_1_EGY;Saadist Institutional Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_2_EGY;Liberal Socialists Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_3_EGY;Liberal Socialists Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_0_EGY;The Muslim Brotherhood;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_1_EGY;Freedom and Justice Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_2_EGY;Al-Nour Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_0_EGY;The Wafd Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_1_EGY;The Watani Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_2_EGY;New Wafd Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_0_EGY;Young Egypt Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_1_EGY;Nation's Future Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_0_EGY;The Progressive Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_0_EGY;Liberation Rally;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_1_EGY;National Union;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_2_EGY;Arab Socialist Union;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_3_EGY;National Democratic Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_4_EGY;Egyptian Social Democratic Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_0_EGY;Egyptian Communist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_1_EGY;Coalition of Socialist Forces;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_1_ELS;Christian Democratic Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_0_ELS;Communist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_0_ELS;Democratic Change;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_0_ELS;Farabundo Martí National Liberation Front;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_0_ELS;Grand Alliance for National Unity;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_0_ELS;National Coalition Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_0_ELS;Nationalist Republican Alliance;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_0_ELS;Traditionalist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_0_ENG;Communist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_0_ENG;Conservative Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_1_ENG;Conservative Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_1_ENG;Cornerstone Group;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_0_ENG;Greens;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_0_ENG;Labour Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_0_ENG;Liberal Democratic Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_0_ENG;Traditionalist Tories;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_0_ENG;UKIP;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_0_EQG;Communist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_0_EQG;Convergence for Social Democracy progressive;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_0_EQG;Convergence for Social Democracy;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_0_EQG;Democratic Party of Equatorial Guinea liberal;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_0_EQG;Democratic Party of Equatorial Guinea;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_0_EQG;Populist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_0_EQG;Traditionalist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_0_ERI;Communist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_0_ERI;Conservative Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_0_ERI;Liberal Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_0_ERI;People's Front for Democracy and Justice;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_0_ERI;Progressive Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_0_ERI;Socialist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_0_ERI;Traditionalist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_0_EST;Communist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_0_EST;Conservative People's Party of Estonia;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_0_EST;Estonian Greens;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_0_EST;Estonian Reform Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_0_EST;Pro Patria and Res Publica Union;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_0_EST;Social Democratic Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_0_EST;Traditionalist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_0_ETH;Coalition for Unity and Democracy;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_0_ETH;Communist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_0_ETH;People's Revolutionary Democratic Front;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_0_ETH;People's Revolutionary Democratic Front;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_0_ETH;Oromo Federalist Democratic Movement;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_0_ETH;Crown Council of Ethiopia;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_0_ETH;United Ethiopian Democratic Forces;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_0_ETS;Communist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_0_ETS;Conservative Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_0_ETS;Liberal Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_0_ETS;Populist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_0_ETS;Progressive Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_0_ETS;Socialist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_0_ETS;Traditionalist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_0_EUS;Communist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_0_EUS;Conservative Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_0_EUS;Liberal Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_0_EUS;Populist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_0_EUS;Progressive Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_0_EUS;Socialist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_0_EUS;Traditionalist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_0_FAR;Communist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_0_FAR;Conservative Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_0_FAR;Liberal Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_0_FAR;Populist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_0_FAR;Progressive Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_0_FAR;Socialist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_0_FAR;Traditionalist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_0_FIJ;Communist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_0_FIJ;Conservative Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_0_FIJ;Liberal Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_0_FIJ;Populist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_0_FIJ;Progressive Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_0_FIJ;Socialist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_0_FIJ;Traditionalist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_0_FIN;Centre Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_nationalist_0_FIN;Blue and White Front;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_big_tent_0_FIN;Swedish People's Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_0_FIN;Finns Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_0_FIN;Green League;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_0_FIN;People's Democratic League;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_0_FIN;National Coalition Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_0_FIN;Social Democratic Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_0_FIN;Christian Democrats;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_0_FRA;Europe Ecology The Greens;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_1_FRA;CPNT;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_0_FRA;Popular Republican Movement;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_0_FRA;CNIP;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_0_FRA;National Front;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_0_FRA;French Communist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_1_FRA;Parti socialiste;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_1_FRA;Rally for the Republic;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_0_FRA;SFIO;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_0_FRA;Union for French Democracy;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_0_FVG;Communist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_0_FVG;Conservative Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_0_FVG;Liberal Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_0_FVG;Populist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_0_FVG;Progressive Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_0_FVG;Socialist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_0_FVG;Traditionalist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_0_GAB;Communist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_0_GAB;Gabonese Democratic Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_0_GAB;Populist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_0_GAB;Rally for Gabon;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_0_GAB;Social Democratic Party progressive;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_0_GAB;Social Democratic Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_0_GAB;Traditionalist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_0_GAG;Communist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_0_GAG;Conservative Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_0_GAG;Liberal Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_0_GAG;Populist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_0_GAG;Progressive Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_0_GAG;Socialist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_0_GAG;Traditionalist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_0_GAL;Communist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_0_GAL;Conservative Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_0_GAL;Liberal Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_0_GAL;Populist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_0_GAL;Progressive Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_0_GAL;Socialist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_0_GAL;Traditionalist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_0_GAM;National Convention Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_0_GAM;Gambia Democratic Congress;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_0_GAM;PDOIS;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_0_GAM;United Democratic Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_0_GAM;APRC;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_0_GAM;National Reconciliation Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_0_GAM;Traditionalists;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_0_GAZ;Communist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_0_GAZ;Conservative Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_0_GAZ;Liberal Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_0_GAZ;Populist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_0_GAZ;Progressive Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_0_GAZ;Socialist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_0_GAZ;Hamas;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_0_GEO;Communist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_0_GEO;Georgian Dream;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_0_GEO;Georgian Labour Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_0_GEO;New Rights;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_0_GEO;Republican Party of Georgia;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_0_GEO;Traditionalist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_0_GEO;United National Movement;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_1_GER;ALFA;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_4_GER;AfD;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_1_GER;Bündnis 90/Die Grünen;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_2_GER;Bündnis C;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_1_GER;DKP;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_0_GER;Die Die Grünen;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_2_GER;Die Linke;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_0_GER;FDP;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_0_GER;Nationaldemokratische;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_2_GER;Freie Waehler;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_0_GER;KPD;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_1_GER;Linkspartei/PDS;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_2_GER;MLPD;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_3_GER;NPD;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_1_GER;Partei Bibeltreuer Christen;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_1_GER;Piratenpartei;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_1_GER;Nationaldemokratische;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_0_GER;SPD;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_0_GER;Sozialistische Reichspartei;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_0_GER;Union CDU/CSU;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_0_GGX;Communist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_0_GGX;Conservative Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_0_GGX;Liberal Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_0_GGX;Populist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_0_GGX;Progressive Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_0_GGX;Socialist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_0_GGX;Traditionalist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_0_GHA;Communist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_0_GHA;National Democratic Congress progressive;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_0_GHA;National Democratic Congress;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_0_GHA;New Patriotic Party liberal;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_0_GHA;New Patriotic Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_0_GHA;Populist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_0_GHA;Traditionalist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_0_GIB;Communist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_0_GIB;Conservative Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_0_GIB;Liberal Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_0_GIB;Populist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_0_GIB;Progressive Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_0_GIB;Socialist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_0_GIB;Traditionalist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_0_GOB;Communist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_0_GOB;Conservative Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_0_GOB;Liberal Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_0_GOB;Populist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_0_GOB;Progressive Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_0_GOB;Socialist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_0_GOB;Traditionalist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_0_GRD;Communist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_0_GRD;Conservative Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_0_GRD;Liberal Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_0_GRD;Populist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_0_GRD;Progressive Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_0_GRD;Socialist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_0_GRD;Traditionalist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_0_GRE;Communist Party of Greece;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_0_GRE;Golden Dawn;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_1_GRE;United Popular Front;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_0_GRE;National Radical Union;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_0_GRE;Movement for Change;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_0_GRE;SYRIZA;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_0_GRE;The River;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_0_GRE;Popular Orthodox Rally;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_0_GRN;Communist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_0_GRN;Conservative Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_0_GRN;Liberal Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_0_GRN;Populist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_0_GRN;Progressive Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_0_GRN;Socialist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_0_GRN;Traditionalist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_0_GUA;Encuentro por Guatemala;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_0_GUA;National Unity of Hope;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_0_GUA;Nationalist Change Union;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_0_GUA;Patriotic Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_0_GUA;Populist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_0_GUA;Renewed Democratic Liberty;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_0_GUA;Traditionalist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_0_GUB;Communist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_0_GUB;Conservative Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_0_GUB;Liberal Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_0_GUB;Populist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_0_GUB;Progressive Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_0_GUB;Socialist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_0_GUB;Traditionalist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_0_GUI;Communist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_0_GUI;Populist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_0_GUI;Rally of the Guinean People progressive;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_0_GUI;Rally of the Guinean People;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_0_GUI;Traditionalist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_0_GUI;Union of Democratic Forces of Guinea;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_0_GUI;Union of Republican Forces;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_0_GUY;Alliance for Change;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_0_GUY;People's National Congress progressive;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_0_GUY;People's National Congress;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_0_GUY;People's Progressive Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_0_GUY;Populist Party;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_0_GUY;ROAR;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
