CODE;ENGLISH;FRENCH;GERMAN;POLISH;SPANISH;HUNGARIAN;CZECH;HUNGARIAN;DUTCH;PORTUGUESE;RUSSIAN;FINNISH;;x;;;;;;;;;;;;;;;;
EVTDESC1512351;A major Geo-political crisis has erupted and $COUNTRY$ is currently involved in it. The United Nations has organised a summit to cooldown the tensions in the hope that a diplomatic solution can be reached. However many political observers have criticised the United Nations for its slow and inadequate response to this crisis. The $COUNTRY_ADJ$ Government believes that this intervention would likely not be a step towards peace but instead just a delay in the road to war. This event allows players to slow down crisis temperature gain and is useful if you wish to delay war.;;;;;;;;;;X;;;;;;;
military_loyalty_high;High Military Loyalty;;;;;;;;;;X;;;;;;;
military_loyalty_medium;Medium Military Loyalty;;;;;;;;;;X;;;;;;;
military_loyalty_low;Low Military Loyalty;;;;;;;;;;X;;;;;;;
EVTDESC1210200;The $COUNTRY_ADJ$ military plays a crucial role in furthering or hindering the political development in $COUNTRY$. Beyond direct intervention through coups, armies more subtly and perniciously condition the political trajectory of states through their loyalty. Leaders who can rely on unwavering military support for protection against internal unrest face fewer risks and greater chances of success in rolling back reforms and entrenching authoritarian practices. We can increase military loyalty through more military spending, minimal corruption and making the ruling party ideology also the pop majority ideology.;;;;;;;;;;X;;;;;;;
EVTDESC1512349;A protest that erupted in $CAPITAL$ criticising a string of safety failures in our nation's concript army has sparked a huge public debate on its usefulness to $COUNTRY$. The protesters have highlighted the immorality of forcing citizens to bear arms against their will and waste of taxpayer's money in propping up such an expensive system when a professional army can probably do the same for a lower price.;;;;;;;;;;X;;;;;;;
start_autarky_title;Adopt Economic Autarky in $COUNTRY$;;;;;;;;;;X;;;;;;;
start_autarky_desc;Autarky is the characteristic of self-sufficiency, the term usually applies to political states or to their economic systems. Autarky exists whenever an entity can survive or continue its activities without external assistance or international trade. If a self-sufficient economy also refuses all trade with the outside world then economists may term it a closed economy. This decision shall make $COUNTRY$ immune from the effects of any Trade Wars.;;;;;;;;;;X;;;;;;;
end_autarky_title;End Economic Autarky in $COUNTRY$;;;;;;;;;;X;;;;;;;
end_autarky_desc;Autarky is the characteristic of self-sufficiency, the term usually applies to political states or to their economic systems. Autarky exists whenever an entity can survive or continue its activities without external assistance or international trade. If a self-sufficient economy also refuses all trade with the outside world then economists may term it a closed economy. This decision shall make $COUNTRY$ once more vulnerable to the effects of any Trade Wars.;;;;;;;;;;X;;;;;;;
start_trade_war_title;Start a Trade War;;;;;;;;;;X;;;;;;;
start_trade_war_desc;A trade war is an economic conflict resulting from extreme protectionism in which states raise or create tariffs or other trade barriers against each other in response to trade barriers created by the other party. Increased protection causes both nations' output compositions to move towards their autarky position. This will cause an event to fire roughly every year that increases the severity of the Trade War until the trade war is ended.;;;;;;;;;;X;;;;;;;
end_trade_war_title;End our Trade War;;;;;;;;;;X;;;;;;;
end_trade_war_desc;A trade war is an economic conflict resulting from extreme protectionism in which states raise or create tariffs or other trade barriers against each other in response to trade barriers created by the other party. Increased protection causes both nations' output compositions to move towards their autarky position. This will remove all Trade War modifiers via an event provided that there are no longer any Great Powers instigating a Trade War.;;;;;;;;;;X;;;;;;;
EVTDESC1512344;Our ambassador in $FROMCOUNTRY$ is pleased to report that the $FROMCOUNTRY_ADJ$ Government has decided to end the ongoing Trade War with $COUNTRY$. This means that they will immediately remove all punitive Trade Tariffs imposed on $COUNTRY_ADJ$ exports which allows us to also remove our tariffs on $FROMCOUNTRY_ADJ$ exports. We express a hope that such a destructive trade war shall never happen again.;;;;;;;;;;X;;;;;;;
EVTDESC1512345;$FROMCOUNTRY$ has issued an ultimatum to $COUNTRY$: "Accept a Treaty that grants better trading rights to $FROMCOUNTRY$ or face punitive tariffs on $COUNTRY_ADJ$ exports to $FROMCOUNTRY$. We can of course sign such a treaty but it will severely impact our economic growth over the next 10 years or we can choose to instead defy $FROMCOUNTRY$'s threat and impose our own retaliatory tariffs. This will however send the global economy into a protracted protectionist battle however we can gain massive prestige should we win the Trade War.;;;;;;;;;;X;;;;;;;
EVTDESC1512347;Our Economic Analysts report that global trade has returned to their pre-trade war levels. This means that all punitive trade tariffs throughout the world have been lifted allowing us to benefit from the fruits of free trade again. Businesses in $COUNTRY$ are exuberant and relieved that the $COUNTRY_ADJ$ has managed to survive the Trade War. Stocks have begun to rally as businesses confidence levels surge.;;;;;;;;;;X;;;;;;;
EVTDESC1512346;A Trade War declared by one or more populist Great Powers has plunged the world into a bout of protectionism. As a result imports and tariffs have risen as nations impose retaliatory tariffs upon one another. The only way out of this Trade War is for the instigators of the Trade War to end their retaliatory tariffs and for the global economy to gradually return to free trade which can take around 2-3 years for all Trade War modifiers to be removed.;;;;;;;;;;X;;;;;;;
trade_war_tariffs;Trade War Tariffs;;;;;;;;;;X;;;;;;;
conceded_trade_war;Conceded Trade War;;;;;;;;;;X;;;;;;;
trade_war_1;Trade Skirmish;;;;;;;;;;X;;;;;;;
trade_war_1_desc;A global Trade War has caused international trade to be more expensive.;;;;;;;;;;X;;;;;;;
trade_war_2;Light Trade War;;;;;;;;;;X;;;;;;;
trade_war_2_desc;A global Trade War has caused international trade to be more expensive.;;;;;;;;;;X;;;;;;;
trade_war_3;Moderate Trade War;;;;;;;;;;X;;;;;;;
trade_war_3_desc;A global Trade War has caused international trade to be more expensive.;;;;;;;;;;X;;;;;;;
trade_war_4;Intense Trade War;;;;;;;;;;X;;;;;;;
trade_war_4_desc;A global Trade War has caused international trade to be more expensive.;;;;;;;;;;X;;;;;;;
centrist_king;Centrist King;;;;;;;;;;X;;;;;;;
populist_king;People's King;;;;;;;;;;X;;;;;;;
socialist_king;Social Reformist King;;;;;;;;;;X;;;;;;;
traditional_king;Staunch Traditionalist King;;;;;;;;;;X;;;;;;;
nationalist_king;Patriot King;;;;;;;;;;X;;;;;;;
conservative_king;Conservative King;;;;;;;;;;X;;;;;;;
EVTDESC201903;Once a vital ritual among the world's monarchies, coronations have changed over time for a variety of socio-political and religious factors, most modern monarchies have dispensed with them altogether, preferring simpler ceremonies to mark a monarch's accession to the throne. In the past, concepts of royalty, coronation and deity were often inexorably linked. In some ancient cultures, rulers were considered to be divine or partially divine: the Egyptian pharaoh was believed to be the son of Ra, the sun god, while in Japan, the emperor was believed to be a descendant of Amaterasu, the sun goddess. Rome promulgated the practice of emperor worship, in Medieval Europe, monarchs claimed to have a divine right to rule (analogous to the Mandate of Heaven in dynastic China). Coronations were once a direct visual expression of these alleged connections, but recent centuries have seen the lessening of such beliefs. Coronations are still observed in the United Kingdom, Tonga, and several Asian and African countries. In Europe, most monarchs are required to take a simple oath in the presence of the country's legislature.;;;;;;;;;;X;;;;;;;
EVTDESC1512343;Bornholm, as a part of Denmark, was captured by Germany on 10 April 1940, and served as a lookout post and listening station during the war, as it was a part of the Eastern Front. The island's perfect central position in the Baltic Sea meant that it was an important "natural fortress" between Germany and Sweden, effectively keeping submarines and destroyers away from Nazi-occupied waters. On 9 May Soviet troops landed on the island, and after a short fight, the German garrison (about 12,000 strong) surrendered. Soviet forces left the island on 5 April 1946. After the evacuation of their forces from Bornholm, the Soviets took the position that the stationing of foreign troops on Bornholm would be considered a declaration of war against the Soviet Union, and that Denmark should keep troops on it at all times to protect it from such foreign aggression. This policy remained in force after NATO was formed, with Denmark as a founding member.;;;;;;;;;;X;;;;;;;
EVTDESC80062161;The flight of Constantine and Kollias left Greece with no legal government or head of state. This did not concern the military junta. Instead the Revolutionary Council, composed of Pattakos, Papadopoulos, and Makarezos, appointed another member to the military administration, Major General Georgios Zoitakis, as Regent. Zoitakis then appointed Papadopoulos as prime minister. This became the only government of Greece following the failure of the King's attempted counter-coup, as Constantine was unwilling to set up an alternative administration in exile. The King's portrait remained on coins, in public buildings, etc., but slowly, the military chipped away at the institution of the monarchy: the royal family's tax immunity was abolished, the complex network of royal charities was brought under direct state control, the royal arms were removed from coins, the Navy and Air Force dropped their "Royal" names, and newspapers were prohibited from publishing the King's photo or any interviews.;;;;;;;;;;X;;;;;;;
EVTDESC1512342;The referendum was the fourth since 1920 on the country's monarchy. The 1946 parliamentary elections, in which the right-wing parties achieved a landslide, had just taken place. The new conservative government of Konstantinos Tsaldaris was favorable to George II, but what influenced the result more was the atmosphere of imminent civil war. The referendum took place, after EAM-ELAS had been defeated in the Dekemvriana Although they had agreed to disarm in the Treaty of Varkiza, in January 1945, they surrendered only a few token weapons and withdrew into the mountainous areas of Greece where they had effective control. The official report of the Allied Mission to Observe the Greek Elections acknowledged the existence of voter fraud, despite its vested interest in legitimising the election, that "There is no doubt in our minds that the party representing the government view exercised undue influence in securing votes in support of the return of the King.";;;;;;;;;;X;;;;;;;
EVTDESC1512341;Kaliningrad, or Königsberg, had been a part of a German state for several centuries before the Second World War, and the city was historically a rich German cultural center, being the home of – among others – the German philosopher Immanuel Kant. The incorporation of the Königsberg area of East Prussia to Russia became a stated war aim of the Soviet Union at Tehran Conference in December 1943. In 1945, at the end of World War II, the city was captured by the Soviet Union. As agreed by the Allies at the Potsdam Conference, northern Prussia, including Königsberg, was given to the USSR. The western parts of Prussia were transferred to Poland. In 1946 the city of Königsberg was changed to Kaliningrad. In the 1950s, Nikita Khrushchev suggested that the Lithuanian SSR should annex Kaliningrad Oblast. The offer was refused by the Lithuanian Communist Party leader Antanas Snie?kus, who did not wish to alter the ethnic composition of his republic. According to a Der Spiegel article published in 2010, in 1990 the West German government received a message from the Soviet general Geli Batenin, offering to return Kaliningrad. The offer was never seriously considered by the Bonn government, who saw reunification with the East as its priority.;;;;;;;;;;X;;;;;;;
EVTDESC1512340;The Nazi Party (NSDAP), led by Austrian-born Adolf Hitler, believed in an extreme form of German nationalism. The first point of the Nazi 25-point programme was that "We demand the unification of all Germans in the Greater Germany on the basis of the people's right to self-determination". With Germany's defeat, this idea was discarded and even banned however there has surprisingly been a resurgence in nationalism in Germany such that these believers of Nazism have been able to seize power once again. Just like their spritual ancestor, they have put their sights on a possible unification with Austria as a first step to building the Greater German Reich. The former allies look on this new Germany with suspicion and fear of its power.;;;;;;;;;;X;;;;;;;
cmttimer;Recently changed Common Market Tariffs;;;;;;;;;;X;;;;;;;
cmthigh;High Common Market Tariffs;;;;;;;;;;X;;;;;;;
cmtmedium;Normal Common Market Tariffs;;;;;;;;;;X;;;;;;;
cmtlow;Low Common Market Tariffs;;;;;;;;;;X;;;;;;;
EVTDESC1512337;A common external tariff must be introduced when a group of countries forms a customs union. The same customs duties, import quotas, preferences or other non-tariff barriers to trade apply to all goods entering the area, regardless of which country within the area they are entering. It is designed to end re-exportation, but it may also inhibit imports from countries outside the customs union and thereby diminish consumer choice and support protectionism of industries based within the customs union. The common external tariff is a mild form of economic union but may lead to further types of economic integration. In addition to having the same customs duties, the countries may have other common trade policies, such as having the same quotas, preferences or other non-tariff trade regulations apply to all goods entering the area, regardless of which country, within the area, they are entering.;;;;;;;;;;X;;;;;;;
EVTDESC1512338;Free movement of goods within the Economic Union is achieved by a customs union and the principle of non-discrimination. The Union manages imports from non-member states, duties between member states are prohibited, and imports circulate freely. Article 30 prohibits member states from levying any duties on goods crossing its border with a fellow member state and covers both goods produced within the Union and those produced outside. Once a good has been imported into the Union from a third country and the appropriate customs duty paid, Article 29 dictates that it shall then be considered to be in free circulation between the member states. Since the Single Market Act, there can be no systematic customs controls at the borders of member states. The emphasis is on post-import audit controls and risk analysis. Physical controls of imports and exports now occur at traders' premises, rather than at the territorial borders.;;;;;;;;;;X;;;;;;;
EVTDESC1512336;Up to now there have only been rumours about aristocrats frustrated with the rate of societal change in $COUNTRY$. They express dismay that traditions, and more importantly their role in society, is being eroded by this more progressive government. A call to like minded nobles and officers have been issued to press the King to expel the current ruling party and plant a traditionalist one to bring the $COUNTRY_ADJ$ Kingdom back to its roots. Caving in to the traditionalist's demands will spell the end of any progressive plans we were doing but a public rebuttal of this reversion to a lesser civilisation by the nobles can bolster support for the King's attempts to reform the country. Whatever the choice, the aristocrats will fight tooth and nail to bring $COUNTRY$ back to tradition.;;;;;;;;;;X;;;;;;;
EVTDESC1512335;Great Dayak was a component entity of the United States of Indonesia in Dayak regions on the island of Borneo. It was established on 7 December 1946 with a temporary capital at Bandjermasin (Banjarmasin). Great Dayak was dissolved on 18 April 1950 and became part of Kalimantan Province which was formed on 14 August 1950 with its capital also at Banjarmasin.;;;;;;;;;;X;;;;;;;
EVTDESC1512334;Following the Dutch-Indonesian Round Table Conference in late 1949, the Dutch withdrew military support from the State of East Sumatra and its local authority began to collapse. Dr. Mansur entered into negotiations with Mohammad Hatta to reunify East Sumatra with the Republic of Indonesia in May, 1950. East Sumatra merged with Tapanuli to become the province of North Sumatra on August 15, 1950.;;;;;;;;;;X;;;;;;;
EVTDESC1512333;On 28 April 2003, the Indonesian government issued an ultimatum to end the fighting and accept special autonomy for Aceh within two weeks. Free Aceh Movement (GAM) leaders based in Sweden refused the ultimatum, but the United States, Japan, and the European Union urged both sides to avoid armed conflict and resume peace talks in Tokyo. On May 16, 2003, the government stated that the offer of autonomy was the final concession it would make to GAM, and the rejection of the ultimatum would lead to military operations against the movement. After midnight on May 18, 2003, President Megawati Sukarnoputri gave the 12th Indonesian Military Chief, General Endriartono Sutarto, permission to commence military operations against the separatists. General Sutarto also imposed martial law in Aceh for a period of six months and the Indonesian government subsequently deployed 1,500 soldiers and 12,000 police to the province. This included a parachute landing by 458 paratroopers near Aceh airport.;;;;;;;;;;X;;;;;;;
EVTDESC1512332;The aristocrats in $COUNTRY$ have sent a demand to the King to express their disappointment in the state of the $COUNTRY_ADJ$ Upper House. They are angry that there is insufficient political representation for all aristocrats and is instead just a rubber stamp body for the monarch's political bloc. They demand that all aristocrats be included in a reformed Upper House that will give greater oversight on the monarch's activities. This movement has gained much support with the $COUNTRY_ADJ$ people who view this as a step in the right direction to achieve a democratic $COUNTRY$.;;;;;;;;;;X;;;;;;;
EVTDESC1512331;$COUNTRY$ was forced to walk a path slightly apart from that of its fellow Chinese because of the Civil War, and a unification was not possible due to differing government types. Lately however, powerful voices in $CAPITAL$ are arguing that $COUNTRY$'s increasing political similarity with the other China can finally allow us to unite all Chinese under a single flag. But there are still doubts on whether to embark upon this path for there are benefits of being independent instead.;;;;;;;;;;X;;;;;;;
leadership_chaos;Party Chaos;;;;;;;;;;X;;;;;;;
leadership_chaos_desc;Our ruling party held a leadership election however the front runner was veoted by the Party Chairman causing turmoil in the party until a compromise candidate can be found;;;;;;;;;;X;;;;;;;
EVTDESC111222;$COUNTRY$ is facing a wave of political change and in order to meet the demands of the new political climate, we need to find a new leader for the $COUNTRY_ADJ$ people. A leadership election will be held among the members of the ruling party which will allow us to obtain a fresh $MONARCHTITLE$ to bring $COUNTRY$ into the new era. It will take around 1 month for the party leader election to be concluded.;;;;;;;;;;X;;;;;;;
EVTDESC400100;A leadership election is a political contest held in various countries by which the members of a political party determine who will be the leader of their party. Leadership elections are generally caused by the death or resignation of the incumbent. A recent leadership contest in the ruling party has produced a candidate who is in the lead. We can however use our powers as Party Chairman to veto the new candidate and hold another election however it will cause significant political uncertainty and chaos.;;;;;;;;;;X;;;;;;;
switch_to_balanced_academia_title;Restore The Academia;;;;;;;;;;X;;;;;;;
switch_to_balanced_academia_desc;Many within our academic circles feel that the present direction of our academia suffers from an undue bias, and that we should return to a more traditional academic profile.;;;;;;;;;;X;;;;;;;
EVTDESC1512330;The current state of unrest within $COUNTRY$ over the recent dismissal of our previous government has reached the point where the $MONARCHTITLE$ has been advised to abrogate the constitutional monarchy and transform the nation into a Republic. The power of a hereditary monarch must be returned to the people in the form of a president in order to avert the escalating constitutional crisis -- and while there are those who say that such action will only foster more unrest with the monarchists, there are others who are all too aware that failing to do so will make the system of elected governance look weak. It is not beyond the realm of possibility that reactionaries might seek to restore the monarchy by force but should the unrest continue, the opposition might well seek to install something other than democracy.;;;;;;;;;;X;;;;;;;
EVTDESC1512329;The Baling Talks were held in Malaya in 1956 in an attempt to resolve the Malayan Emergency situation. The main participants were Chin Peng, David Marshall and Tunku Abdul Rahman. The talks were unsuccessful because the surrender terms were not acceptable to the Malayan Communist Party. After the talks, Chin Peng retired to Thailand and Ah Hai replaced him as acting Secretary-General in Malaya. Following the talks, the Tunku decided to withdraw the offer of an amnesty on 8 February 1956, five months after if had been offered. He stated that he would be unwilling to meet the Communists again unless they indicated before hand their desire to see him with a view to making "a complete surrender". He said that the Communists had made it clear to him that their ideology and that of himself and his party could not exist side by side. Therefore, the war must be intensified until one or the other gave in. "I have every confidence that the people of Malaya will give their fullest support and co-operation to the action I have taken.";;;;;;;;;;X;;;;;;;
EVTDESC8004327;As the threat of the Communist Beast to the East grows, some within our ranks wish to restore Kaiser Wilhelm III to the throne of Germany, if only in a constitutional manner. Should we do so, communist influence within our country shall surely decrease.;;;;;;;;;;X;;;;;;;
EVTDESC8004328;As our country grows ever more unstable, Wilhelm III has taken it upon himself to seize control of the government, dissolving Parliament and proclaiming a new Kaiserreich. What shall we do?;;;;;;;;;;X;;;;;;;
EVTDESC1512327;The United Nations Trusteeship Council has contacted our ambassador to the UN to inform us that we have been given the high honour to run a UN Trust Territory that was created out of the remains of a previously dismantled country. The UN's opinion is that in light of the instability and underdevelopment in $FROMCOUNTRY$, trusteeship would provide a more stable path for the people of $FROMCOUNTRY$ to achieve ultimate independence. If we refuse this offer then $FROMCOUNTRY$ will automatically become independent and will have to fend for themselves. Accepting this mandate can give us exclusive access to $FROMCOUNTRY_ADJ$ resources as a reward for our generosity. Mandatory Governments will start to seek independence after a while and keeping them in our sphere will cost a lot of infamy once that happens.;;;;;;;;;;X;;;;;;;
restore_jap_emperor_power_title;Restore the Emperor's Executive Powers;;;;;;;;;;X;;;;;;;
restore_jap_emperor_power_desc;Unlike most constitutional monarchs, the Emperor is not the nominal chief executive. Article 65 explicitly vests executive power in the Cabinet, of which the Prime Minister is the leader. The Emperor is also not the commander-in-chief of the Japan Self-Defense Forces. The Japan Self-Defense Forces Act of 1954 also explicitly vests this role with the Prime Minister. The Emperor's powers are limited only to important ceremonial functions. However the time has come to end this shameful institution imposed onto us by the victorious allies and grant our Emperor full powers as a proper Head of State!;;;;;;;;;;X;;;;;;;
change_ruling_party;Recently Appointed Ruling Party;;;;;;;;;;X;;;;;;;
change_ruling_party_desc;We need more time before we can select a new ruling party again;;;;;;;;;;X;;;;;;;
EVTDESC1512326;"By the power invested in the Monarch of $COUNTRY$, the current government is hereby dissolved and the following party shall be appointed to lead the $COUNTRY_ADJ$ Government in its stead. The current party has failed to gain the confidence of the $COUNTRY_ADJ$ people and have thus lost the mandate to rule, prompting this legitimate action to install a new government that will serve the needs of the people." Many on the streets of $CAPITAL$ who support the new party broke out in cheers over the royal proclamation and praised the monarch's actions however there seems to be a growing movement against what seems to be a constitutional overreach. A case has been filed to the supreme court against the monarch's decision which could spark a constitutional crisis if the newly appointed party does not represent the majority ideology of $COUNTRY$.;;;;;;;;;;X;;;;;;;
appoint_ruling_party_title;Appoint a New Government;;;;;;;;;;X;;;;;;;
appoint_ruling_party_desc;Although we are a constitutional monarchy, significant reserve powers are still vested in the Monarch and its representative, the Governor-General, to dissolve parliament and appoint a new one. Naturally as we are a democratic nation, this may incite a constitutional crisis if we were to appoint any party other than the one with the most seats in Parliament but it may be useful in times of emergencies. This decision can only be taken once every 6 months and if our current government is a minority government.;;;;;;;;;;X;;;;;;;
EVTDESC1512325;King Bhumibol Adulyadej died in Siriraj Hospital in Bangkok, Thailand on 13 October 2016, at 15:52 local time, at the age of 88, as announced by the royal palace later that day. The following day, his body was taken by motorcade to the Grand Palace for the customary bathing rite. His only son and the next in line to rule the kingdom, Crown Prince Maha Vajiralongkorn, presided over the bathing ritual at Phiman Rattaya Throne Hall. A day later, on 14 October at 16:35, the late king's body was moved to the Grand Palace from Siriraj Hospital. Thousands of the bereaved public lined the route, demonstrating their affection for their "king of kings". The royal procession arrived at the Grand Palace through Viset Chaisri Gate at 17:00.;;;;;;;;;;X;;;;;;;
EVTDESC1512324;The Conference on German External Debts was held between February 28, 1952 and August 28, 1952. The London Debt Agreement covered a number of different types of German debt from before and after the Second World War. Some of them arose directly out of the efforts to finance the reparations system, while others reflect extensive lending, mostly by U.S. investors to German firms and governments. The total under negotiation was 16 billion marks of debt resulting from the Treaty of Versailles after World War I which had not been paid in the 1930s, but which Germany decided to repay to restore its reputation. This money was owed to government and private banks in the U.S., France and Britain. Another 16 billion marks represented postwar loans by the U.S. Under the London Agreement, the repayable amount was reduced by 50% to about 15 billion marks and stretched out over 30 years, and compared to the fast-growing German economy were of minor impact.;;;;;;;;;;X;;;;;;;
tax_boost_modifier;Debt Relief;;;;;;;;;;X;;;;;;;
tax_boost_modifier_desc;Our creditors have offered us debt relief, boosting our tax returns;;;;;;;;;;X;;;;;;;
reducing_corruption;Anti-Corruption Drive;;;;;;;;;;X;;;;;;;
reduce_corruption_title;Launch an Anti-Corruption Drive in $COUNTRY$;;;;;;;;;;X;;;;;;;
reduce_corruption_desc;There are corrupt elements in the $COUNTRY_ADJ$ Government who are profiting off their supposed service to the public and draining the government's coffers. This has brought about a crippling effect on our economy which can be loosened by launching an Anti-Corruption drive to weed out the crooks. The targets of this drive, which spans the entire civil service, military and societal elite will not be pleased and might eventually launch a coup against us to avoid justice.;;;;;;;;;;X;;;;;;;
EVTDESC1512323;Senior Civil Servants and Military leaders have denounced our Anti-Corruption Drive as an attempt to purge the government of non-supporters of the ruling party. We of course know that is not true however their speeches have converted a significant proportion of the army and civil service against our anti-corruption campaign. This greatly increases the chances of an officer led coup in $COUNTRY$.;;;;;;;;;;X;;;;;;;
united_malaya_title;Form the Federation of Malaya;;;;;;;;;;X;;;;;;;
united_malaya_desc;A unified and civilized federation of the Malay peoples will allow our nation to finally realise the dream of a Greater Malaya. Perhaps if luck is on our side, this could be the first step to an even greater Malaysia that encompasses both the Malayan Peninsular and West Borneo.;;;;;;;;;;X;;;;;;;
add_more_arab_title;Embrace Diversity in $COUNTRY$;;;;;;;;;;X;;;;;;;
add_more_arab_desc;Our people yearn for the time to express themselves as local groups rather than one monolithic Arab people. They seek not separation but rather less assimilation. Perhaps we should loosen our Pan-Arab assimilation policies to address the need for diversity in $COUNTRY$?;;;;;;;;;;X;;;;;;;
remove_more_arab_title;Force Pan-Arabanisation in $COUNTRY$;;;;;;;;;;X;;;;;;;
remove_more_arab_desc;A cultural union is only as strong as the shared bonds between countrymen. As such, any promotion of diversity in $COUNTRY$ will inevitably dilute the sense of national identity and potentially give rise to separatist movements. We should begin a program of forced assimilation of the $COUNTRY_ADJ$ people to keep the Pan-Arab Union strong.;;;;;;;;;;X;;;;;;;
unite_greece_title;Unite Greece;;;;;;;;;;X;;;;;;;
unite_greece_desc;The Greek civil war resulted from a highly polarised struggle between left and right ideologies that started in 1943. From 1944 each side targeted the power vacuum resulting from the end of German-Italian occupation (1941–1945) during World War II. The first signs of the civil war occurred in 1942 to 1944, during the German occupation. With the Greek government in exile unable to influence the situation at home, various resistance groups of differing political affiliations emerged, the dominant ones being the leftist National Liberation Front (EAM), and its military branch the Greek People's Liberation Army (ELAS) which was effectively controlled by the KKE. Now that both rival Greek governments are the same, we can finally reunite the nation!;;;;;;;;;;X;;;;;;;
EVTDESC1512322;At the beginning of the occupation, the Allies commenced to dismantle the remnants of German industries. Plants and machinery were dismantled, the railroad system deconstructed and everything transported to the Allies. The German merchant fleet and all other ships were handed over. Foreign stocks of about 2.5 billion dollars were confiscated. The remaining German industries had to give up a share of their production to the Allies. Large shipments of steel, coal, but also other industrial production were seized and transported out of the country. Later the Western Allies softened their stance in favour of the Marshall Plan, while Eastern Germany continued to deliver industrial goods and raw materials to the Soviet Union until 1953.;;;;;;;;;;X;;;;;;;
EVTDESC1512319;The $FROMCOUNTRY_ADJ$ Ambassador to the United Nations made a speech attacking $COUNTRY_ADJ$ Colonialism last night. He demanded the return of any colonies that rightfully belong to $FROMCOUNTRY$ immediately or he shall push forward a resolution to the UN General Assembly to condemn $COUNTRY$ for illegal imperialism and call for sanctions to be placed on $COUNTRY_ADJ$ businesses. As we will definitely lose on the potential resolution, perhaps we should consider returning the $FROMCOUNTRY$ lands?;;;;;;;;;;X;;;;;;;
EVTDESC1512320;$FROMCOUNTRY$ has accepted our demands calling for the return of our rightful territories and have transferred the territories under the auspices of the United Nations to $COUNTRY$. This is a great day in the history of the world for the evil grip of $FROMCOUNTRY_ADJ$ imperialism has been finally rid from our sacred soil. Celebrations pour out in $CAPITAL$ as the people cheer the government for this great victory.;;;;;;;;;;X;;;;;;;
EVTDESC1512321;$FROMCOUNTRY$ has refused our demands calling for the return of our rightful territories. They claim that it is an integral part of $FROMCOUNTRY$ and as such, $COUNTRY$ does not have a claim over. Naturally is this flagrantly untrue and we have pushed forward a resolution in the United Nations General Assembly to condemn $FROMCOUNTRY_ADJ$ imperialism and call for sanctions to be placed on $FROMCOUNTRY_ADJ$ businesses.;;;;;;;;;;X;;;;;;;
decolonise_request;Illegal Colonisation;;;;;;;;;;X;;;;;;;
demand_colonial_cores_title;Demand the End of Colonisation in $COUNTRY_ADJ$ Lands;;;;;;;;;;X;;;;;;;
demand_colonial_cores_desc;Some of our core lands are held by a colonial empire as colonies. This is unacceptable to the $COUNTRY_ADJ$ people who demand that evil of colonisation be ridden from our sacred soil. This event will send a request to a colonial power to return our lands which they may choose to accept or reject. We can only make this demand once every 10 years per colonial nation.;;;;;;;;;;X;;;;;;;
EVTDESC1512318;With the realisation of the United States of Indonesia on 27 December 1949, East Indonesia became a constituent of the new federation. In much of Indonesia, the federal USI was seen as an illegitimate regime foisted on the islands by the Dutch, and many of the federal states began to merge with the Republic of Indonesia. However many in East Indonesia, with its non-Javanese population and greater number of Christians, opposed moves toward a unitary state.;;;;;;;;;;X;;;;;;;
EVTDESC1512317;While the dangerous accumulation of foreign debt occurred over a number of years, the debt crisis began when the international capital markets became aware that Latin America would not be able to pay back its loans. The banks had to somehow restructure the debts to avoid financial panic, this usually involved new loans with very strict conditions, as well as the requirement that the debtor countries accept the intervention of the International Monetary Fund (IMF). There were several stages of strategies to slow and end the crisis. The IMF moved to restructure the payments and reduce government spending in debtor countries. Later it and the World Bank encouraged opened markets. Finally, the US and the IMF pushed for debt relief, recognising that countries would not be able to pay back in full the large sums they owed. The debt crisis of $YEAR$ was the most serious of Latin America's history. Incomes and imports dropped; economic growth stagnated, unemployment rose to high levels, and inflation reduced the buying power of the middle classes. In fact, in the ten years after 1980, real wages in urban areas actually dropped between 20 and 40 percent.;;;;;;;;;;X;;;;;;;
EVTDESC1512316;The mobilisation of funds, people, natural resources and materiel for the production and supply of military equipment and military forces during World War II was a critical component of the war effort. With the end of the war, there are now massive stockpiles of arms and war machinery in $COUNTRY$. We can sell off the stockpile to scrap dealers for some quick cash or leave them in a secure warehouse for use in future wars.;;;;;;;;;;X;;;;;;;
generic_land_reform_title;Enact Land Reform in $COUNTRY$;;;;;;;;;;X;;;;;;;
generic_land_reform_desc;Land reform involves the changing of laws, regulations or customs regarding land ownership. Land reform may consist of a government-initiated or government-backed property redistribution, generally of agricultural land. We have non-overseas cores that are colonial states. This decision will allow us to speed up their conversion to states by increasing bueaucrat promotion across our entire country by 5%.;;;;;;;;;;X;;;;;;;
generic_land_reform;Enacted Land Reform;;;;;;;;;;X;;;;;;;
