CODE;ENGLISH;FRENCH;GERMAN;POLISH;SPANISH;HUNGARIAN;CZECH;HUNGARIAN;DUTCH;PORTUGUESE;RUSSIAN;FINNISH;;x;;;;;;;;;;;;;;;;
socialist_labor;Socialist labour;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
industrial_engineering;Industrial Engineering;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
john_hicks;John Hicks;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
john_hicks_desc;Sir John Hicks  (8 April 1904 – 20 May 1989) was a British economist. He was considered one of the most important and influential economists of the twentieth century. The most familiar of his many contributions in the field of economics were his statement of consumer demand theory in microeconomics, and the IS–LM model (1937), which summarised a Keynesian view of macroeconomics.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
managment_science;Management science;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
managment_science_desc;Management science (MS) is the broad interdisciplinary study of problem solving and decision making in human organizations. It uses various scientific research-based principles, strategies, and analytical methods including mathematical modeling, statistics and numerical algorithms to improve an organization's ability to enact rational and accurate management decisions by arriving at optimal or near optimal solutions to complex decision problems. Management science helps businesses to achieve goals using various scientific methods.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
daylight_saving_time;Daylight Saving Time;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
daylight_saving_time_desc;Daylight saving time (DST) is the practice of advancing clocks during warmer months so that darkness falls later each day according to the clock. The typical implementation of DST is to set clocks forward by one hour in the spring ("spring forward") and set clocks back by one hour in autumn ("fall back") to return to standard time. In other words, there is one 23-hour day in late winter or early spring and one 25-hour day in the autumn.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
new_inflation_theory;New Inflation Theory;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
new_inflation_theory_desc;Today, most economists favor a low and steady rate of inflation. Low (as opposed to zero or negative) inflation reduces the severity of economic recessions by enabling the labor market to adjust more quickly in a downturn, and reduces the risk that a liquidity trap prevents monetary policy from stabilising the economy. The task of keeping the rate of inflation low and stable is usually given to monetary authorities. Generally, these monetary authorities are the central banks that control monetary policy through the setting of interest rates, through open market operations, and through the setting of banking reserve requirements.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
anthropocene_extinction;Anthropocene Extinction;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
navy_stealth;Stealth Ships;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
in_situ_leaching;In Situ Leaching;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
satellite_mapping;Remote Sensing;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
three_d_printing;At-Home Fabrication;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
unconventional_craft;Military Saucers;;;;;;;;;;;;;x;;;;;;;;
surveillance_capitalism;Surveillance Capitalism;Surveillance Capitalism;Surveillance Capitalism;;Surveillance Capitalism;;;;;;;;;x;;;;;;;;;;;;;;;;
surveillance_capitalism_desc;At this point large ad-funded social websites exert considerable influence over popular discourse.;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
safety_systems;Safe Factories;;;;;;;x
EMTs;Emergency Medical Services;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
i_drone;Military Drones;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
i_propaganda;Public Relations;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
payday_loan;Payday Loans;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
shipyard_automation;Orbital Engineering;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
credit_cards;Electronic Credit Cards;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
microfinance;Microfinance;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
aluminum_recycling;Aluminum Recycling;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
plastic_containers;Plastic Packaging;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
safety_gear;Safety Equipment;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
modern_shipping;Modern Shipping System;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
seabees;Construction Battalions;;;;;;;x
aeroponics;Aeroponics;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
i_aegis_defense;Aegis Ballistic Missile Defense System;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
transhumanism;Transhumanism;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
i_ascent_phase_defense;Ascent Phase Defense;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
intermodal_container;Intermodal Container;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
i_factory_robots;Factory Robots;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
cnc_machine;CNC Machine;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
internet_society;Social Distancing;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
precision_agriculture;Precision Agriculture;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
littoral_combat_doctrine;Littoral Combat Strategy;;;;;;;;x
international_supply_chains;International Supply Chains;;;;;;;;x
i_salvo_combat_model;Salvo Combat Doctrine;;;;;;;;x
i_cooperative_strategy;Cooperative Strategy;;;;;;;;x
i_seabasing;Seabasing;;;;;;;;x
national_identity;National Identity;;;;;;;;x
heave_compensation;Underwater Heave Compensation;;;;;;;x
navy_block_construction;Welded Block Shipbuilding;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
filter_bubbles;Filter Bubbles;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
filter_bubbles_desc;At this point websites started to promote preconceived notions and exclude members based on ideology.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
army_uavs;Unmanned Aerial Vehicles;;;;;;;x
navy_combat_drones;Unmanned Aerial Vehicles;;;;;;;x
UGVs;Unmanned Ground Vehicles;;;;;;;x
i_sugar_processing;Soft Drink Bottling Plants;;;;;;;;;;;;;;
i_tea_processing;Tea Processing Plants;;;;;;;;;;;;;;
i_coffee_processing;Coffee Processing Plants;;;;;;;;;;;;;;
i_juice_processing;Juice Bottling Plants;;;;;;;;;;;;;;
kpop;K-Pop;;;;;;;;;;;;;;
cgi_invention;Computer Generated Images;;;;;;;;;;;;;;
hip_hop;Hip Hop;;;;;;;;;;;;;;
falgsc;FALGSC;;;;;;;;;;;;;;
falgsc_desc;FALGSC, or Fully Automated Luxury Gay Space Communism;;;;;;;;;;;;;;
citizen_science;Citizen Science;;;;;;;;;;;;;;
rock_n_roll;Rock and Roll;;;;;;;;;;;;;;
reggae;Reggae;;;;;;;;;;;;;;
anime;Anime;;;;;;;;;;;;;;
free_love;Free Love;;;;;;;;;;;;;;
cartoon_advertising;Cartoon Advertising;;;;;;;;;;;;;;
socialist_pragmatism;Socialist Market Economy;;;;;;;;;;;;;;
video_games;Video Games;;;;;;;;;;;;;;
dank_memes;Meme Warfare;;;;;;;;;;;;;;
unified_field_theory;Unified Field Theory;;;;;;;;;;;;;;
http_standard;HTTP Standard;;;;;;;;;;;;;;
memes;Memes;;;;;;;;;;;;;;
satellite;Satellite;;;;;;;;;;;;;;
basic_oxygen_steelmaking;Basic Oxygen Steelmaking;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
i_aegis_combat;Aegis Combat System;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
i_color_revolution;Color Revolution;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
