CODE;ENGLISH;FRENCH;GERMAN;POLISH;SPANISH;HUNGARIAN;CZECH;HUNGARIAN;DUTCH;PORTUGUESE;RUSSIAN;FINNISH;;x;;;;;;;;;;;;;;;;
EVT_9001145_DESC;After the Emergency Committee took power and with the arrival of the new leader of the Soviet Union, a huge purge began to be organized throughout the country. The priority of the purges was to target Nationalists, Liberals and former pro-Gorbachevs, who were perceived as traitors.There are also many victims in the party cadres who participated in corruption cases, regardless of the merit of the position or not.;;;;;;;;;;X
soviet_defensive_army;Soviet Defensive Army;;;;;;;;;;;;;x
collective_leadership;Collective Leadership;;;;;;;;;;;;;x
EVT_9001146_DESC;The concept of Collective Leadership was born after the death of Stalin, for fear of a return to the concentration of power in the hands of one man, and was a proposal of Georgy Malenkov, then Prime Minister of the country, and originally brought together Malenkov, Beria and Molotov. However, this 1st Collective Leadership collapsed when Malenkov and Molotov joined forces with Khrushchev and Zhukov to eliminate Beria, allowing Khrushchev to take power almost single-handedly. Over time, this notion spread throughout the communist countries and was seen as an ideal way of operating and managing. This mode of leadership will continue throughout the history of the Soviet Union until Gorbachev comes to power and Glasnost is introduced, forcing the members of the party leadership to openly disagree with Gorbachev's program.;;;;;;;;;;;;;x
EVT_9001147_DESC;Nikolai Podgorny participated in the coup against Nikita Khrushchev and was part of a Troika composed of himself, Alexei Kosygin, who became Prime Minister, and Leonid Brezhnev, who became Secretary General. He replaced Anastas Mikoyan in October 1964 as Chairman of the Presidium of the Supreme Soviet, a position that was mainly honorary but very important as it officially represented the Soviet Union internally and externally. Podgorny was, theoretically, superior to almost everyone and his liberal positions made him a choice opponent for conservatives and even some reformists. However, he retained a fairly high popularity among the population due to his numerous public appearances and even within the party.;;;;;;;;;;;;;x
EVT_9001148_DESC;The Sinyavsky-Daniel trial took place in 1966 in a particular context. After Khrushchev came to power, a relaxation of censorship was felt, intellectuals could talk about more sensitive subjects without allowing themselves to say or write anything about the party. This thaw even gave rise to a joke within the KGB that if the secret service were to arrest every person who made a joke about the General Secretary, there would be no inhabitants left in the USSR. However, after the coup, the conservatives, headed by Brezhnev, began to reapply a more repressive censorship policy using Article 70 of the RSFSR Criminal Code, condemning all anti-Soviet agitation and propaganda. Scapegoats were found, Andrei Sinyavsky and Yuli Daniel for publishing, under a pseudonym, satirical writings on Soviet life in other countries. We can still influence the judges and perhaps prevent the start of a new policy of massive repression against any form of opposition.;;;;;;;;;;;;;x
EVT_9001150_DESC;On January 22, 1969, a deserter from the Soviet army, Viktor Ilyin, irritated by his forced conscription and the events of the Prague Spring, decides to take two Makarov pistols and the police uniform of his brother-in-law to $CAPITAL$. At 2:15 p.m., a motorcade entered the Kremlin and Viktor Ilyin took out his pistol and started shooting.;;;;;;;;;;;;;x
EVT_9001197_DESC;Viktor Ilyin managed to shoot at the car with Leonid Brezhnev. The driver was killed and the General Secretary was seriously wounded and died in the following hours. The shooter was arrested and interrogated by the head of the KGB, Yuri Andropov, and explained his motivation. He will be executed in the following months for terrorism. The death of Brezhnev left a political vacuum among the conservatives, Mikhail Suslov became their unofficial leader but did not wish to get involved politically and was not unanimously supported. Alexei Kosygin was now the only important figure in the country and there was nothing will stop him in his desire to reform the Soviet Union.;;;;;;;;;;;;;x
EVT_9001198_DESC;Viktor Ilyin managed to shoot but got the wrong vehicle and the bullets managed to reach the car where cosmonauts returned from a previous mission are located. The driver will be killed but not the primary target. Arrested and questioned by the head of the KGB, Yuri Andropov, he said his motivation was to replace Brezhnev with Mikhail Suslov. It is still unknown today whether he had told the truth at the time, but he will be declared mad and will be interned at the Kazan psychiatric hospital until 1990. Long remained hidden, even among the soviet people, this attack will allow Leonid Brezhnev to strengthen his position within the party and to justify certain policies of repression.;;;;;;;;;;;;;x
EVT_9001196_DESC;On September 11, 1971, the General Secretary of the CPSU and Chairman of the Council of Ministers died of a heart attack. Nikita Khrushchev was a person full of contradictions, although he denounced Stalin and his methods during the XXth Congress, the latter did not hesitate to use them against his own people or even to build the Berlin Wall. Although his agricultural program seemed good and ambitious, it turned out to be a damp squib and was mostly mismanaged. He succeeded in giving everyone in the Soviet Union a home, even if it was a low-cost building and mostly a temporary solution. He will mark the whole world for being seen as a special reformist, especially for his words and his uncertain speeches.;;;;;;;;;;;;;x
EVT_9001151_DESC;Although Kosygin never gained dominance over Brezhnev, the latter was still trying to reform the country's economy, this time by strengthening the powers and functions of the regional planners by creating associations. The newly created associations were to increase cooperation between enterprises, and each association was to be specialized in order to prevent each enterprise from being overwhelmed by excessive production. Although the conservatives are in a strong position, we can either slow down the reform so much that it will never be implemented or we can make Kosygin understand that he should stay in his place.;;;;;;;;;;;;;x
EVT_9001152_DESC;After the end of the Politburo reshuffle process, the Soviet leadership moved toward gerontocracy, a form of government in which the leaders are significantly older than most of the adult population. The majority of these appointees were of peasant or working-class origin. Mikhail Suslov, Alexei Kossygin and Brezhnev are excellent examples of men appointed as a result of Stalin's Great Purge. Young politicians, such as Fyodor Kulakov and Grigory Romanov, were considered potential successors to Brezhnev, but none of them came close.;;;;;;;;;;;;;x
EVT_9001153_DESC;After the coup against Khrushchev, the cultural climate became more repressive. Aleksandr Solzhenitsyn was, under Khrushchev, a fairly popular author even if he was criticized. However, since the arrival of the conservatives, the publication of Solzhenitsyn's works quickly stopped and he began to work in secret and in constant fear of death on several works, one of the best known being The Gulag Archipelago. In 1969, he was expelled from the Writers' Union for his "anti-Soviet" writings. In 1970, he will receive the Nobel Prize for Literature, which will make him even more internationally known and his work on the Gulag will be released in the world (except in the USSR, of course) and will be a huge success. Today, the head of the KGB, makes the proposal to either eliminate him with poison or to expel him from the country.;;;;;;;;;;;;;x
EVT_9001154_DESC;Andrei Sakharov was a great Soviet scientist who contributed a lot in the civil nuclear field (he is notably at the origin of the Tokamak, a controlled nuclear fusion reactor, still used in Russia and even in the world), and he will work especially on the RDS-37 project, the first Soviet H-bomb with stages, and on the Tsar Bomba. The proliferation of nuclear weapons in the USSR and in the world, as well as his moral involvement in his projects, will make him start to be politically active. He will enter in frank opposition with the Soviet government will be done in several stages, initially at the time of the attempt by Khrushchev of the election of Nikolai Nuzhdin, former disciple of Trofim Lyssenko, in the Academy of Sciences of the Soviet Union. Even if the nomination of Nikolai Nuzhdin will not be made, Sergey Khrushchev, son of Nikita Khrushchev, will order to the KGB to gather compromising information on Sakharov. Then, in 1967, when the ballistic missile defense became a key issue in the American-Soviet relations. In 1975 a Nobel Peace Prize that will make him even more known in the world. In 1976, Yuri Andropov was ready to call him "public enemy number 1". Attempting to kill him will never pass in the West, it is high time to isolate him from any form of life in the USSR.;;;;;;;;;;;;;x
EVT_9001155_DESC;As early as 1970, Brezhnev had tried to politically eliminate Nikolai Podgorny because he held too strong a position in the state. This attempt to get Brezhnev to vote for more power was countered by Podgorny and Kosygin's supporters and went against the principle of Collective Leadership. But now that Brezhnev's power has grown stronger over the years, it is now possible to eliminate Podgorny. We can, of course, consider a more...traditional elimination, or we can accept Grigory Romanov's proposal to vote him out and change the constitution to make it more advantageous to Brezhnev and the conservatives.;;;;;;;;;;;;;x
EVT_9001157_DESC;The 1977 Constitution of the Soviet Union was unanimously adopted by the Supreme Soviet and replaced the 1936 Constitution. In addition to being more comprehensive, with 28 more articles than the previous constitution, it explicitly defined the division of responsibilities between the central government in $CAPITAL$ and the republican governments. Among its additional articles was an old promise dating back to the very beginning of the October Revolution: Article 72, which theoretically allowed any republic to separate from the Union. The particularity, not much emphasized at the time, was the fact that the Preamble of the Constitution stated that "the objectives of the dictatorship of the proletariat having been achieved, the Soviet State has become the State of the whole people". This referred to Brezhnev's "Slogan", which allowed him to stay in power: "Communism has been achieved", which justified the laissez-faire economic and social situation of the country, today called "Era of Stagnation".;;;;;;;;;;;;;x
EVT_9001158_DESC;The Economic Reform of 1979 will be the last attempt of Kosygin to reform the Soviet economy, which was aimed at "Improving planning and strengthening the effects of the economic mechanism on increasing the efficiency of production and improving the quality of work". The reform was never implemented and the little that was done only made the situation worse locally.;;;;;;;;;;;;;x
EVT_9001159_DESC;With the consolidation of Brezhnev's power, Kosygin's influence in the Politburo gradually waned during the 1970s and he was frequently hospitalized. Kosygin suffered his first heart attack in 1976 and his health deteriorated over the years. Finally in October 1980, Kosygin was hospitalized one last time. Well aware that his death was near, he quickly wrote a letter of resignation and almost immediately lost all government protection, communication and all the luxury goods he had earned during his political life. He finally died on December 18, 1980 and no Politubo college, former aides or security guards visited him. He represented the reformist line of the party and he put all his talent to try to reform the economy of the Soviet Union but was always prevented by the conservatives.;;;;;;;;;;;;;x
EVT_9001160_DESC;Although he was closely linked to Stalin, Alexander Shelepin was not affected by the De-Stalinization and even became friends with Nikita Khrushchev. As First Secretary of the Komsomol, the youth organization of the Communist Party, he sent a lot of young communists during the Virgin Lands Campaign, which allowed him to become President of the KGB in 1958. Shelepin will deeply modify the methods of the KGB by replacing many agents by young academics and Komsomol, which will restore the public image of the Secret Service and will change its methods of approaches, less brutal. In 1961, he became First Deputy Prime Minister but put his protege, Vladimir Semichastny, in the position of President of the KGB. Despite all this, he will be one of the main plotters in the coup against Khrushchev in 1964. Now that Alexander Shelepin has become General Secretary of the CPSU, and leading a fairly large faction of the "hard line" party, the latter does not have enough influence in the army and within the party, which scares the middle manager with his ambitions, his vision for the development of the Soviet Union and the communist movement in general, but also by his requirement in the skills of party members. With Semichastny, it will be necessary to decide how to go about it so that he remains in power and clears his rival, Leonid Brejnev.;;;;;;;;;;;;;x
EVT_9001161_DESC;After a long discussion between the most loyal members of the party, it was decided that the easiest way to stay in power would be to use the army as a means of pressure on the party, failing to have a clearly established majority. It remains to be seen how the KGB can influence the Soviet army. Either we try to put pressure on them by using real or fake evidence on the Generals, but this strategy seems risky, or we try to influence them enough to make them support us or, simply, we organize a secret meeting with the Marshal and the Generals to find a compromise with them.;;;;;;;;;;;;;x
EVT_9001162_DESC;After a long discussion between the most loyal members of the party, it was decided that the easiest way to stay in power would be to have a clearly established majority within the party in order to ensure some form of stability. The question is how the KGB can influence the party. Either we try to pressure them by using real or fake evidence on the most imminent cadres and members, but this strategy seems risky, or we try to influence them enough to support us, or we simply organize a secret meeting with the other Brezhnev rivals to find a compromise with them.;;;;;;;;;;;;;x
EVT_9001163_DESC;Shelepin, with the help of the KGB, managed to keep himself in power by politically eliminating Brezhnev. Now that Alexander Shelepin has become the de facto leader of the Soviet Union, he will finally be able to realize his ambitions for the Soviet Union and for the communist movement in the world.;;;;;;;;;;;;;x
EVT_9001164_DESC;Unfortunately, the attempt to keep Shelepin in power could not be realized because of Brezhnev's already too great influence. Brezhnev's conservatives really took the upper hand over Shelepin's faction and the latter was politically eliminated over the years.;;;;;;;;;;;;;x
EVT_9001165_DESC;The 23rd Congress of the Communist Party of the Soviet Union (CPSU) took place in $CAPITAL$, RSFSR between 29 March and 8 April 1966. It was the first Congress since the withdrawal of Khrushchev. This Congress will offer places to personalities in key positions, such as Shelepin, Kosygin and others. But it is important because it will determine the new five-year plan of the USSR. Kosygin and his supporters propose to study the proposals of Libermann, an economist. However, Alexander Shelepin, recently seduced by the proposals of the cybernetics, puts forward the idea of automating the economy of the Soviet Union.;;;;;;;;;;;;;x
EVT_9001166_DESC;After a lengthy debate, a vote was taken by show of hands and Shelepin's proposal passed with a majority. With the support of his faction, a huge budget was released, starting with the widespread use of computers. The final goal will be to create a computer network linked throughout the country and calculating in real time the production and all other forms of information. The OGAS Project seems to have started well.;;;;;;;;;;;;;x
EVT_9001167_DESC;After a long debate, a vote was held by show of hands and Kosygin's proposal passed with a fairly close majority. This reform would give greater management autonomy to companies (freedom to set prices and wages, to hire, to order...). It will be first tested in the Shchyokinsky chemical plant. However, this reform met with resistance from conservatives because it required the party to loosen its grip on the Soviet economy and feared that this would lead to the emergence of a kind of technocracy capable of challenging their decisions, powers and privileges.;;;;;;;;;;;;;x
EVT_9001168_DESC;Kosygin's reforms turn out to be a failure. In addition to not solving the problems raised, but this leads to an increase in imports, especially wheat, for the Soviet Union. We can take the advantage in this situation and bring Shelepin's proposals back to the forefront and silence reformist Kosygin and his supporters.;;;;;;;;;;;;;x
EVT_9001169_DESC;With the coming to power of Shelepin, a recentralization of power could be observed, whether by the party, the population but even outside. Theoretically, the Soviet Union still claims to be a federation where each republic can vote laws and so on. but in fact, all decisions are taken in $CAPITAL$ with the approval of the Secretary General. Some observers are starting to talk about "Fake Federation".;;;;;;;;;;;;;x
EVT_9001201_DESC;When Shelepin was Chairman of the KGB under Khrushchev, he proposed the destruction of numerous documents related to the Katyn massacre of Polish officers in order to minimize the chances of the truth being revealed. Finally, even the destruction of the file had already started, it never succeeded. Now that Shelepin is the leader of the USSR, he has the possibility of actually destroying all evidence of this massacre and never being able to really indict the Soviet power in this matter.;;;;;;;;;;;;;x
EVT_9001170_DESC;Today, the Secretary General has succeeded in passing an administrative reform in order to make it much more efficient. Indeed, from now on, the members of the bureaucracy will be based on precise selection criteria, and no longer only on party membership or not, and the benefits that will be given to bureaucrats will be framed according to their performance and especially their skills.;;;;;;;;;;;;;x
EVT_9001171_DESC;A new institution has just been born in the Soviet Union, the "Disciplinary Committee of the CPSU". Supervised by the KGB, this committee will be in charge of constantly monitoring the efficiency of the Soviet administration and exposing cases of corruption. Besides improving the quality of the administration, the exposure of corruption cases made the institution more popular with the population.;;;;;;;;;;;;;x
EVT_9001172_DESC;In recent years, a phenomenon has started to appear in the USSR. More and more citizens are just starting to enjoy the benefits of Soviet society without fulfilling their duty like going to work, without being told anything. To avoid a future disaster, Alexandre Shelepin asked the KGB to survey the streets and the countryside and verify that each citizen is doing his job, this can go as far as removing certain advantages. If some Communists criticize this policy, this helps to ensure the efficiency of the workers and to avoid what Shelepin now calls "parasitism".;;;;;;;;;;;;;x
EVT_9001173_DESC;Although Leonid Brezhnev no longer had as much influence in the party, he still had a great presence and still had a small faction of followers around him. We can decide to leave him in his position, of course, but we can decide to eliminate him permanently. There are several possibilities: Either we can send him to an insignificant position, as a factory manager in a distant republic, or, simply, banish him from the party. However, the head of the KGB brought clear evidence of corruption, worse, Brezhnev bought a large amount of Western cars on the black market. This is the ideal evidence to get rid of him and to legitimize Alexander Shelepin's fight against corruption and the fight against "parasitism".;;;;;;;;;;;;;x
EVT_9001174_DESC;Comrade Alexander Shelepin, General Secretary of the CPSU, has died. Although he represented the hard line of the party, because of his demands or his will to spread communism in the world. Although he was criticized by some members of the party, all those who worked closely or distantly with him became his most loyal supporters. Now that he is dead, his idea of automating the Soviet economy through the OGAS Project is not yet accomplished. Should we continue his work or not?;;;;;;;;;;;;;x
EVT_9001200_DESC;After the death of Leonid Brezhnev, the conservatives were considerably weakened, although still present. Even if Podgorny occupies an important place, Alexei Kosygin is the one who is the most unanimous within the party. Thus, even if Kosygin is not the General Secretary, he places at its head Dmitry Polyansky, one of his greatest loyalists, and becomes de facto head of the Soviet Union.;;;;;;;;;;;;;x
EVT_9001175_DESC;During a visit to East Germany, Kosygin takes the opportunity to make a surprise announcement that the Soviet Union will begin to open up commercially to other countries and encourages other Eastern European countries to do the same.;;;;;;;;;;;;;x
EVT_9001177_DESC;Now that Kosygin was in control of the country, he could finally reform the country's economy, this time by strengthening the powers and functions of regional planners through the creation of associations. The newly created associations were to increase cooperation among enterprises, and each association was to be specialized to prevent each enterprise from being overwhelmed by excessive production. The question remains as to what this reform should prioritize. Either we give the people more economic freedom or we take the opportunity to just improve living standards.;;;;;;;;;;;;;x
EVT_9001178_DESC;Since the death of Brezhnev and Kosygin's rise to power, General Secretary Dmitry Polyansky has taken advantage of his position to recruit young communists with reformist ideas into the Politburo and the Supreme Soviet. Of course, this does not please the conservatives and in the place of debate, we see violent arguments between party members.;;;;;;;;;;;;;x
EVT_9001179_DESC;During Khrushchev Thaw, a limited form of censorship in the cultural sphere was established, which allowed some foreign films, books, art and music to be opened to the Soviet society and some authors, who were previously forbidden, were able to appear without any censorship. After the coup against Khrushchev, a certain form of censorship was revived under the influence of conservatives. However, now that Kosygin is in power and the conservatives are weakened, it is possible to restore this policy without any fear.;;;;;;;;;;;;;x
EVT_9001181_DESC;The importance of the army in the politics of the communist party already played an important role before the 1940s, but its role became indispensable since the WWII and especially since the beginning of the Cold War in which a large part of the country's budget was reserved for the army. Although popular at the end of the WWII, its popularity decreased with time and the budget reserved for the army became a subject of debate within the party. We can decide to keep this form of army under permanent construction by investing a lot of money in it, or we can decide that the army will only play a defensive role for the maintenance of the Soviet Union and take advantage of this to decrease the duration of conscription.;;;;;;;;;;;;;x
EVT_9001182_DESC;The leader of the Soviet Union, in a speech on television, announced that the party would work on a major political reform to liberalize the country. No one knows yet what it might be, but it is certain that the population is talking a lot and this reform seems to raise a lot of expectations.;;;;;;;;;;;;;x
EVT_9001183_DESC;Shortly after the announcement of a major political reform and the first debates, the conservatives began to denounce a desire to destroy the Soviet Union. Becoming more and more vocal, it became urgent to find a way to silence these dinosaurs that only slowed down the policy of the reformers.;;;;;;;;;;;;;x
EVT_9001184_DESC;If until now Alexei Kosygin and Nikolai Podgorny were able to agree on the line to follow, with the elimination of the conservatives, their differences have come to light. Podgorny wanted the political reforms to go further and give the Soviet people more freedom, while Kosygin considered that it was necessary to be more cautious and pragmatic and that the party should always keep some control over the situation. Although torn, the party must now decide who to support and what direction to take.;;;;;;;;;;;;;x
EVT_9001185_DESC;The Constitution of the Soviet Union of $YEAR$, with the great support of Kosygin's supporters, has just been adopted by the Supreme Soviet, which officially holds the legislative power and where the next laws will actually be voted. More freedoms have been granted to the Soviet population and, surprisingly, an old promise from the October Revolution has been fulfilled. From now on, the Soviet Union becomes a Confederation in which each republic can become independent, although the process of independence is filled with certain conditions, it could cause problems if we do not keep some control.;;;;;;;;;;;;;x
EVT_9001187_DESC;Incorporated shortly before World War II and as required by the Molotov-Ribbentrop Pact, the Baltic States were incorporated into the Soviet Union after a long and violent incorporation process. However, the population of these countries have always perceived the USSR as an invader and since the adoption of the new Constitution, these countries have requested independence from $CAPITAL$. Should we accept this request, find some kind of compromise or simply betray what we have established?;;;;;;;;;;;;;x
EVT_9001188_DESC;Agriculture has always been a problem in the USSR, not being able to meet the demands of the population, and even if there are no more famines, problems of shortage still persist. We now have the opportunity to try to introduce the Hungarian model by decentralizing the management of collective farms and state farms, creating agricultural cooperatives based on family contracts and individual exploitation.;;;;;;;;;;;;;x
EVT_9001190_DESC;Kirill Mazurov was an important figure in Soviet Belarus and is still highly respected in his home country. Since he came to power in Belarus in 1956, he remained in Minsk and continued to develop his country both in the mining industry and in agriculture. We can reward Mazurov for his deserved efforts or we can show the world the Belarusian model and where the Soviet Union wants to go.;;;;;;;;;;;;;x
EVT_9001192_DESC;From 1976, with the first heart attack of Alexei Kosygin, this one will go more and more to the hospital, so much so that Kosygin will find a replacement under the name of Kirill Mazurov. This one will take more and more place and is now seen as his successor. And when Alexei Kosygin dies on December 18, 1980, a huge tribute is paid throughout the country and is considered a great reformer and having contributed much to his country. From now on, it is enough to find a successor, even if Kirill Mazurov is in a very good position, Yuri Andropov claims to be the leader of the Soviet Union, wishing to go further in the political and especially economic reforms of the country.;;;;;;;;;;;;;x
EVT_9001186_DESC;The Constitution of the Soviet Union of $YEAR$, with a small majority under the influence of Podgorny, is adopted by the new assembly of the USSR, the Supreme Soviet. Great political freedom was granted to the Soviet population, since an old promise dating back to the October Revolution was fulfilled, transforming the USSR into a Confederation, allowing each republic that wished to become independent. Even if it is not registered, Podgorny made the population promise free and fair elections!;;;;;;;;;;;;;x
EVT_9001195_DESC;The head of state of the USSR, Nikolai Podgorny, died. He was considered the most liberal of the reformers and wanted to satisfy the population with the increase of consumer goods. His death meant the beginning of free elections in the whole country.;;;;;;;;;;;;;x
alcohol_prohibition;Alcohol Prohibition;;;;;;;;;;;;;x
anti_alcohol_campaign;Anti Alcohol Campaign;;;;;;;;;;;;;x
anti_alcohol_price;More Expensive Alcohol;;;;;;;;;;;;;x
EVT_9001202_DESC;Although Kosygin's Agricultural Reform has brought about an advance in agriculture, problems still persist. The new Secretary General, Kirill Mazurov, has the ambition to build on the work of his predecessor to solve the problem of agriculture in the Soviet Union once and for all. For this, we have two approaches, either we learn from our mistakes and we take advantage of it to revive the Virgin Lands Campaign but on a scientific basis, or we ask our scientists to find a solution in order to quickly compensate our shortcomings.;;;;;;;;;;;;;x
EVT_9001203_DESC;At a session of the Plenum of the Central Committee, General Secretary Krill Mazurov a Food Program to improve and improve the conditions of Soviet agriculture by improving the planning mechanism. To achieve this goal, the local bureaucracy was reorganized to increase its efficiency, new roads will be built and new equipment will be distributed to peasants. The supervision of this project will be the Secretary of the Central Committee responsible for Agriculture, Mikhail Gorbachev.;;;;;;;;;;;;;x
EVT_9001204_DESC;A surprising news has just been announced to the people, the launch of a new Virgin Lands Campaign. This time, the government will avoid the mistakes of Khrushchev and will be based on scientific studies, the campaign will be done gradually and according to the number of participants in the project, infrastructure and equipment. The SSR of Kazakhstan welcomes the news with enthusiasm, dreaming of being able to work on this project again and many volunteers are already flocking from all over the country.;;;;;;;;;;;;;x
EVT_9001205_DESC;It was finally decided that it was necessary to compensate for the shortages as a matter of priority, for this purpose a new branch in the Academy of Sciences of the Soviet Union with the best specialists was created in order to find a solution as soon as possible.;;;;;;;;;;;;;x
EVT_9001206_DESC;Ivan Michurin was a Soviet arborist and an honorary member of the Academy of Sciences. He is the founding father of scientific agricultural breeding and worked on hybridization of plants of similar and different origins. He introduced more than 300 new varieties and received the Order of Lenin's Red Flag of Labor for his achievements. Recently, our scientists have been studying the work of Comrade Michurin and although some aspects of his work need to be revised, the essence of his work is still relevant and our scientists report that the best way is to follow his teachings and to develop genetics.;;;;;;;;;;;;;x
EVT_9001207_DESC;After years of development, the first Soviet GMOs were created, allowing the creation of many varieties of plants very quickly. Faced with this success, it was decided to generalize this practice throughout the Soviet Union, which will allow an enormous agricultural and scientific advance.;;;;;;;;;;;;;x
EVT_9001208_DESC;During his rule in Belarus, Mazurov allowed the rehabilitation of many party and state figures, underground fighters from Minsk and guerrilla commanders, which led to a certain political relaxation in Belarus compared to the rest of the Union. Now that he is in power, a "political" amnesty is possible, but it remains to be seen what kind of personality we want to free. Either we release political figures who have been judged too harshly or we release intellectuals and authors for the same reason.;;;;;;;;;;;;;x
EVT_9001209_DESC;Alcohol has always played an important role in the population and different regimes have tried to deal with the problem in different ways. However, since the 70's, the consumption of alcohol has increased, reaching a historical record, it is necessary to act urgently and several solutions are offered to us: Either we ban alcohol, as in the time of the Russian Empire, or we start an anti-alcohol campaign to encourage people to consume less, or, a more original proposal, we increase the price of alcohol. In addition to encouraging people to consume less alcohol, we have an additional source of income.;;;;;;;;;;;;;x
EVT_9001210_DESC;Roads in the Soviet Union were not as developed as in the Western Bloc for several reasons: It was better to use public transportation, the government did not necessarily have the money to have roads everywhere, the climate of the country does not help, anyway, for the construction of roads and especially, the USSR had the technology to build tanks but not for "civil" vehicles (Especially since the car procession was considered a bourgeois whim). It is only with the arrival to power of Khrushchev, and with the help of Fiat, that the construction of cars was possible and these last ones answered the soviet criterion, that is to say, not or afraid of maintenance, easy to manufacture or to repair and all-terrain. However, due to the demand of the population to have a vehicle, Mazurov would like to realize one of the wishes of Khrushchev, that everyone has a car. We can, of course, just improve the roads or improve them and then liberalize the sale of vehicles for civilians.;;;;;;;;;;;;;x
EVT_9001211_DESC;Comrade Kirill Mazurov, General Secretary of the CPSU, died leaving behind him a reformed and modernized Soviet Union. Even if some problems remain, most of the work has been done and reformers like Gorbachev wanting to go further are considered too radical.;;;;;;;;;;;;;x
reform_sovnarkhoze;Sovnarkhoze;;;;;;;;;;;;x
ussr_khruchtchevka;Khruchtchevka;;;;;;;;;;;;x
ussr_economy_focus_light_industry;Planned Economy - Focus Light Industry;;;;;;;;;;;;x
ussr_economy_focus_consumer_goods;Planned Economy - Focus Consumer Goods;;;;;;;;;;;;x
ussr_mechanized_farms;Mechanized Farms;;;;;;;;;;;;x
ussr_autonomous_farms;Autonomous Farms;;;;;;;;;;;;x
ussr_cooperations_farms;Agricultural Cooperatives;;;;;;;;;;;;x
ussr_liberlization_farms;Western Style Farms;;;;;;;;;;;;x
ussr_stalin_mausoleum;Stalin's Mausoleum;;;;;;;;;;;;x
EVT_9001002_DESC;Although Beria was not the official leader of the Soviet Union, he was part of a Triumvirate, which included Malenkov and Molotov, and he was said to possess a great deal of power, due to his position in the Triumvirate and as Minister of the Interior. While he had become known worldwide as a kind of executioner feared by Stalin himself, the latter undertook very liberal reforms: the transfer of the Gulag system to the Minister of Justice, the political release of more than a million people, the arrest of Stalinist trials such as the White Coat Conspiracy or the Mingrelian case. Worse, Beria promised to unite the German people if the new government was neutral and demilitarized. This surprised the whole world, but Beria was never anything but an opportunist looking for more power and these reforms are once again the proof.;;;;;;;;;;;;x
EVT_9001003_DESC;On June 17, 1953, riots took place in the German Democratic Republic due to the food crisis, over-industrialization and the desire of the Soviet leadership to make Germany a neutral and democratic state. The situation worsened when the American Sector Radio in West Berlin reported the events in Berlin. The crowd seized several important buildings and it became urgent to settle the situation immediately.;;;;;;;;;;;;x
EVT_9001004_DESC;We have just received a call from East Germany, they are undergoing a large-scale revolt and because of Beria's actions, we must act quickly before it is too late. Some of the hardest members propose that we send our tanks to the region and that we put Wilhelm Pieck in power, others, more moderate, propose that we help the East German government to suppress the movement and that we install a compromise person named Walter Ulbricht, and finally others propose that we install Otto Grotewohl as head of the government and that he concedes to some necessary reforms.;;;;;;;;;;;;x
EVT_9001005_DESC;After the events in East Berlin and the actions he took, Beria found himself even more surrounded by enemies. A conspiracy began to be organized, consisting of Molotov, Khrushchev, Zhukov and part of the army and even Malenkov, who was theoretically his most loyal and powerful ally.;;;;;;;;;;;;x
EVT_9001006_DESC;On June 26, 1953, Beria was summoned to a meeting of the Presidium and suddenly Khrushchev launched a scathing attack on Beria, accusing him of being a traitor and a spy in the pay of the British secret service. All other members immediately launched their attacks. Completely surprised, Beria asked Malenkov for support. Malenkov lowered his head and pressed a button under his desk and Zhukov and a group of armed officers entered the room and arrested Beria. It seems that Beria was executed on December 23, 1953 and pleaded on his knees before collapsing to the floor and crying. His death now meant a new internal struggle between party members. It remains Nikita Khrushchev, representing the more reformist faction of the party and the Stalinist faction, with the personalities of Malenkov and Molotov.;;;;;;;;;;;;x
EVT_9001007_DESC;As promised by Beria, and with the agreement of the leaders of the West, Germany is now united and demilitarized. In order to avoid an escalation of tension, it was decided that the new government would remain neutral in this conflict. If the whole world welcomes this achievement, it makes the people in the Kremlin angry.;;;;;;;;;;;;x
EVT_9001008_DESC;The intelligence service under the orders of Beria, the MKVD, has just learned with amazement that the members of the party and the Politburo seem to coordinate with the Red Army to prepare something against the power in place. It is already too late to counter them, but we must prepare for the worst.;;;;;;;;;;;;x
EVT_9001009_DESC;In this beautiful morning, it is with amazement that we can see tanks walking around in various places of $CAPITAL$ and soldiers captured MKVD agents. However, the main target of this coup is Lavrentiy Beria but he is still untraceable. Soldiers loyal to Zhukov would later learn from an MKVD agent that Beria had been briefed and prepared forces loyal to him in the south of the country and tried to arrest "Stalinists and brainless monsters". Even if the CPSU and the army regained control of the country, a new Civil War between conservatives and Beria will beginning.;;;;;;;;;;;;x
EVT_9001010_DESC;A new Civil War has just broken out and we, the RRS, are going to play a primordial role in this conflict since we are going to have to choose a side. Either we stay loyal to Beria, or we go back to fight with the USSR, or we take advantage of this chance to fight for our independence.;;;;;;;;;;;;x
EVT_9001011_DESC;The Civil War ended and it was a victory for the Beria camp. Trials began to be held against the plotters and members of the party and the army in general. To celebrate this victory, a big parade will be organized in $CAPITAL$.;;;;;;;;;;;;x
EVT_9001012_DESC;The Civil War has ended and this is a victory for the conservatives. Faced with the betrayal of the MKVD, the service is completely purged and a new one is created, the KGB, which will be much more loyal to the interests of the party. Beria's supporters will be judged and those who managed to escape will be hunted down all over the world.;;;;;;;;;;;;x
