#  STRING NAME (do not change!);English;;;;;;;;;;X
##;;;;;;;;;;;X
# New World Order 2;;;;;;;;;;;X
##;;;;;;;;;;;X
# Events;;;;;;;;;;;X
##;;;;;;;;;;;X
EVT_8003006_A;Have the General lead the way!;;;;;;;;;;X
EVT_8003006_B;Make an agreement to let Alende stay in power;;;;;;;;;;X
EVT_8003008_NAME;Pinochet economics;;;;;;;;;;X
EVT_8003008_DESC;In 1982-1983 Chile witnessed a severe economic crises with a surge in unemployment and a meltdown of the financial sector. 16 out of 50 financial institutions faced bankruptcy. In 1982 the two biggest banks were nationalized to prevent an even worse credit crunch. In 1983 another five banks were nationalized and two banks had to be put under government supervision. The central bank took over foreign debts. Critics ridiculed the economic policy of the Chicago Boys as 'Chicago way to socialism'.;;;;;;;;;;X
EVT_8003008_A;Initiate reforms;;;;;;;;;;X
EVT_8003008_B;There's no need;;;;;;;;;;X
EVT_8003009_NAME;Chilean transition to democracy;;;;;;;;;;X
EVT_8003009_DESC;Chile's constitution established that in 1988 there would be another plebiscite in which the voters would accept or reject a single candidate proposed by the Military Junta. Pinochet was, as expected, the candidate proposed, but historically was denied a second 8-year term by 54.5 percent of the vote.;;;;;;;;;;X
EVT_8003009_A;We have enough of junta rule;;;;;;;;;;X
EVT_8003009_B;Only Pinochet can save us!;;;;;;;;;;X
EVT_8003110_NAME;Abdication of Norodom Sihanouk;;;;;;;;;;X
EVT_8003110_DESC;In 1955 elections Sihanouk was more determined than ever to defeat the Democrats. On March 2, 1955, he announced his abdication in favor of his father, Norodom Suramarit. Assuming the title of samdech (prince), Sihanouk explained that this action was necessary in order to give him a free hand to engage in politics.;;;;;;;;;;X
EVT_8003110_A;OK;;;;;;;;;;X
EVT_8003114_NAME;Death of Norodom Suramarit;;;;;;;;;;X
EVT_8003114_DESC;Following his father's death in 1960, Norodom Sihanouk won general election as head of state, but received the title of prince rather than King. Later, in 1963, he made a change in the constitution that made him head of state for life. While he was not officially King, he had created a constitutional office for himself that was exactly equal to that of the former kingship.;;;;;;;;;;X
EVT_8003114_A;OK;;;;;;;;;;X
EVT_8003123_NAME;Khmer Rouge regime;;;;;;;;;;X
EVT_8003123_DESC;Over the years, the Khmer Rouge insurgency inside Cambodia continued to grow, aided by supplies and military support from North Vietnam. Pol Pot and Ieng Sary asserted their dominance over the Vietnamese-trained communists, many of whom were purged. At the same time, the Khmer Rouge (CPK) forces became stronger and more independent of their Vietnamese patrons. By 1973, the CPK were fighting battles against government forces with little or no North Vietnamese troop support, and they controlled nearly 60 percent of Cambodia's territory and 25 percent of its population.;;;;;;;;;;X
EVT_8003123_A;Khmer Rouge takes power!;;;;;;;;;;X
EVT_8003123_B;We manage to stop this red menace;;;;;;;;;;X
EVT_8003124_NAME;Pol Pot;;;;;;;;;;X
EVT_8003124_DESC;Immediately after its victory, the new regime ordered the evacuation of all cities and towns, sending the entire urban population into the countryside to work as farmers, trying to reshape society into a model that Pol Pot had conceived. Remnants of the old society were abolished and religion, particularly Buddhism and Catholicism, was suppressed. Agriculture was collectivized, and the surviving part of the industrial base was abandoned or placed under state control. Cambodia had neither a currency nor a banking system. While communist, Khmer Rouge was fiercely nationalistic, and most of its members who had lived in Vietnam were purged.;;;;;;;;;;X
EVT_8003124_A;The horror;;;;;;;;;;X
EVT_8003125_NAME;Khmer Rouge regime falls;;;;;;;;;;X
EVT_8003125_DESC;"Khmer Rouge regime brutality grew unparalleled and entire families and towns were targeted and attacked with the goal of significantly diminishing their numbers and eventually eliminated them. In many areas of the country people were rounded up and executed for speaking a foreign language, wearing glasses, scavenging for food, and even crying for dead loved ones. Former businessmen and bureaucrats were hunted down and killed along with their entire families;;;;;;;;;;X
EVT_8003125_A;It was inevitable;;;;;;;;;;X
EVT_8003128_NAME;Democratic transition in Cambodia;;;;;;;;;;X
EVT_8003128_DESC;On April 29-30, 1989, the National Assembly of the PRK, presided by a smiling Hun Sen, held an extraordinary meeting in order make some, at first, largely cosmetic constitutional changes. The name of 'People's Republic of Kampuchea' was officially changed to 'State of Cambodia' reintroducing the blue color in the Cambodian flag and other state symbols, although the Coat of arms remained almost the same. The National Anthem and the military symbols were also changed. The KPRAF armed forces were renamed the 'Cambodian People's Armed Forces'. Capital punishment was officially abolished and Buddhism, which had been partially reestablished by the PRK in 1979, was fully reintroduced as the national religion, by which the restriction was lifted on the ordination of men under 50 years old and Buddhist traditional chanting was resumed in the media.;;;;;;;;;;X
EVT_8003128_A;At last;;;;;;;;;;X
EVT_8003128_B;Let's keep the old ways;;;;;;;;;;X
EVT_8003202_NAME;Colombian Elections of 1950;;;;;;;;;;X
EVT_8003202_DESC;During La Violencia, several members of the Colombian Liberal Party and of the Colombian Communist Party organized self-defense groups and guerrilla units, which fought both against those of the Colombian Conservative Party and amongst each other throughout the countryside. At the peak of this period, Leftist candidate decided not to pursue presidency as a measure of protest.;;;;;;;;;;X
EVT_8003202_A;There is only one candidate;;;;;;;;;;X
EVT_8003202_B;Press for leftist option;;;;;;;;;;X
EVT_8003203_NAME;Designado a la Presidencia;;;;;;;;;;X
EVT_8003203_DESC;On October 31, Congress is notified of the intentions of president Laureano Gómez to request leave of absence due to his illness. Persuaded by impassionate appeal of the ill president, they elected Urdaneta as interim office holder.;;;;;;;;;;X
EVT_8003203_A;OK;;;;;;;;;;X
EVT_8003204_NAME;Pinilla's coup;;;;;;;;;;X
EVT_8003204_DESC;By June 1953, President Laureano Gómez had recovered and was feeling better, and decided to regain control of the presidency. Within hours General Gustavo Rojas Pinilla presented himself before Urdaneta and stated: 'In the name of the Army's high command, I have the charge to express to your Excellency that we are here to request that you continue acting as President of Colombia'. With Urdaneta faltering, he eventually took the post for himself.;;;;;;;;;;X
EVT_8003204_A;OK;;;;;;;;;;X
EVT_8003215_NAME;Medellin cartel;;;;;;;;;;X
EVT_8003215_DESC;In the late 1970s, the illegal cocaine trade took off and became a major source of profit. By 1982, cocaine surpassed coffee as an export, making up 30 percent of all Colombian exports. Many members of the new class of wealthy drug lords began purchasing enormous quantities of land, in order to launder their drug money, and to gain social status amongst the traditional Colombian elite. By the late 1980s, drug traffickers were the largest landholders in Colombia and wielded immense political power. They used much of their land for grazing cattle, or left it completely idle as a show of wealth. They also raised private armies to fight off guerrillas who were trying to either redistribute their lands to local peasants, kidnap them, or extort the gramaje money FARC attempted to steal.;;;;;;;;;;X
EVT_8003215_A;OK;;;;;;;;;;X
EVT_8003300_NAME;Lipanda;;;;;;;;;;X
EVT_8003300_DESC;In the winter of 195859, while the Belgian government was debating a programme to gradually extend the political emancipation of the Congolese population, it was overtaken by events. On 4 January 1959, a prohibited political demonstration organised in Léopoldville by ABAKO got out of hand. At once, the colonial capital was in the grip of extensive rioting. It took the authorities several days to restore order and, by the most conservative count, several hundred died. The eruption of violence sent a shock-wave through the Congo and Belgium alike.Increasingly, the colonial administration saw varied forms of resistance, such as refusal to pay taxes. In some regions anarchy threatened. At the same time many Belgians resident in the Congo opposed independence, feeling betrayed by Brussels.;;;;;;;;;;X
EVT_8003300_A;Grant the Congolese practically all of their demands;;;;;;;;;;X
EVT_8003300_B;Independence needs to be achieved in a responsible way;;;;;;;;;;X
EVT_8003309_NAME;Joseph-Desiré Mobutu's coup;;;;;;;;;;X
EVT_8003309_DESC;Prime Minister Moise Tshombe's Congolese National Convention had won a large majority in the March 1965 elections, but Kasavubu appointed an anti-Tshombe leader, Évariste Kimba, as prime minister-designate. However, Parliament twice refused to confirm him. With the government in near-paralysis, Mobutu seized power in a bloodless coup on 25 November. He had just turned 35 a month earlier.;;;;;;;;;;X
EVT_8003309_A;OK;;;;;;;;;;X
EVT_8003311_NAME;Africanization and absolutism of Mobutu;;;;;;;;;;X
EVT_8003311_DESC;"Mobutu consolidated power by publicly executing political rivals, secessionists, coup plotters, and other threats to his rule. To set an example, many were hanged before large audiences, including former Prime Minister Evariste Kimba, who was sent to the gallows before an audience of 50,000 spectators.;;;;;;;;;;X
EVT_8003311_A;He indeed leaves fire in his wake;;;;;;;;;;X
EVT_8003329_NAME;Nous ne sommes plus vos singes;;;;;;;;;;X
EVT_8003329_DESC;'We are no longer your monkeys' - according to some sources were the words uttered by Lumumba to King of the Belgians on the day of independence. Problems with Belgian heritage, especially mutinous foreign officer corps in the army, marred the first years of freedom.;;;;;;;;;;X
EVT_8003329_A;OK;;;;;;;;;;X
EVT_8003330_NAME;Congo Crisis;;;;;;;;;;X
EVT_8003330_DESC;Large area of Congo proved to be impossible to be controlled by ineffective army. Soon, the Western-leaning government will remain in control of the western parts of the Congo Basin, while the rest of the country will remain divided among Soviet supporters (Antoine Gizenga in Stanleyville), splinter state of South Kasai (Albert Kalonji) and Katanga, supported by Belgian businessman (Moise Tshombe).;;;;;;;;;;X
EVT_8003330_A;OK;;;;;;;;;;X
EVT_8003331_NAME;Fueling Congo Crisis;;;;;;;;;;X
EVT_8003331_DESC;Eastern breakaway government in Stanleyville was supported by Soviet Union and other Communist countries, seeing a chance for it to gain control over whole country and for Soviet influence to win strong foothold in Africa.;;;;;;;;;;X
EVT_8003331_A;Provide support;;;;;;;;;;X
EVT_8003331_B;Don't meddle;;;;;;;;;;X
EVT_8003332_NAME;Soviets meddle in Congo Crisis;;;;;;;;;;X
EVT_8003332_DESC;Eastern breakaway government in Stanleyville was supported by Soviet Union and other Communist countries, seeing a chance for it to gain control over whole country and for Soviet influence to win strong foothold in Africa.;;;;;;;;;;X
EVT_8003332_A;OK;;;;;;;;;;X
EVT_8003333_NAME;Fueling Congo Crisis;;;;;;;;;;X
EVT_8003333_DESC;Belgian businessmen wanted to retain their control over economics of Congo even after its independence. Especially the southern state of Katanga and in Southern Kasai, rich in raw materials, seemed to be an interesting target of indirect influence.;;;;;;;;;;X
EVT_8003333_A;Provide support;;;;;;;;;;X
EVT_8003333_B;Don't meddle;;;;;;;;;;X
EVT_8003334_NAME;Belgians meddle in Congo Crisis;;;;;;;;;;X
EVT_8003334_DESC;Belgian businessmen wanted to retain their control over economics of Congo even after its independence. Especially the southern state of Katanga, rich in raw materials, seemed to be an interesting target of indirect influence.;;;;;;;;;;X
EVT_8003334_A;OK;;;;;;;;;;X
EVT_8003335_NAME;Resolving Congo Crisis;;;;;;;;;;X
EVT_8003335_DESC;On 5 September 1960, state president Joseph Kasavubu dismissed prime minister Patrice Lumumba. In his place, he appointed Joseph Ileo, a respected moderate. Lumumba refused to accept his dismissal, backed by a parliamentary vote of confidence. UN actions halted the Soviet supported airlift of Congolese troops to Kasai and helped to dissolve Lumumba's government.;;;;;;;;;;X
EVT_8003335_A;Oust Lumumba;;;;;;;;;;X
EVT_8003335_B;Let Lumumba stay in power;;;;;;;;;;X
EVT_8003336_NAME;Death of Patrice Lumumba;;;;;;;;;;X
EVT_8003336_DESC;On September 12, forces loyal to the Chief of Staff of the Army, Joseph Mobutu, placed Lumumba under house arrest at the prime minister's residence. On September 14, with CIA help, Mobutu seized power and declared Lumumba and Kasavubu 'neutralised' but left the latter in office. Soon Lumumba left arrest and was travelling through the country. Being a threat to Mobutu, he was taken captive and killed by Katangan forces in January 1961.;;;;;;;;;;X
EVT_8003336_A;OK;;;;;;;;;;X
EVT_8003337_NAME;Bringing back stability;;;;;;;;;;X
EVT_8003337_DESC;Year 1961 brought many attempts to define the political shape of Congo and the level of autonomy of local leaders. At least the central government, in chaos after Lumumba's death, was to be stabilized by the new prime minister, Cyrille Adoula.;;;;;;;;;;X
EVT_8003337_A;OK;;;;;;;;;;X
EVT_8003338_NAME;Death of Dag Hammarskjöld;;;;;;;;;;X
EVT_8003338_DESC;Meant to return control over whole Congo to the central government, Operation Morthor was an initiative of United Nations to subjugate Katanga. Military and diplomatic fiasco prompted UN Secretary General, Dag Hammarskjöld, to personally travel to Congo in order to negotiate peace. He was killed in a plane crash due to undetermined causes, the only UN Secretary General to die in office.;;;;;;;;;;X
EVT_8003338_A;OK;;;;;;;;;;X
EVT_8003339_NAME;Ending Congo Crisis;;;;;;;;;;X
EVT_8003339_DESC;December 1961 and January 1962 witnessed reconquering of Eastern provinces controlled by Communist government, as well as South Kasai.;;;;;;;;;;X
EVT_8003339_A;OK;;;;;;;;;;X
EVT_8003340_NAME;Operation Grand Slam;;;;;;;;;;X
EVT_8003340_DESC;Throughout 1962, Tshombe maintained the independence of Katanga. In December 1962 the UN launched 'Operation Grand Slam' on Katanga's political and military infrastructure. This proved to be a decisive attack and by January, 1963 Elizabethville was under full UN control. This ended the secession of Katanga.;;;;;;;;;;X
EVT_8003340_A;OK;;;;;;;;;;X
EVT_8003344_DESC;Following the Independence of Congo ethnic conflicts arose in the Kasai region, where supporters of the Kalonjist faction of the MNC, mainly of Luba and Batshoke ethnicity, were being massacrated by Lumumbists. Following those clashes Albert Kalonji and his Party lead a campaign for the establishment of a Luba and MNC-K dominated province in the Southern Kasai. His pleads were not listened. After the secession of the State of Katanga, Kalonji, sought the opportunity to unilaterally secede amids the chaos of the Congo Crisis, even though on paper remaining an Autonomous Region.;;;;;;;;;;X
EVT_8003345_DESC;Following the Coup against Kalonji, the Federated State of South Kasai entered national confusion, leaving the door open for hostile forces to take over the Luba Nation. With Kalonji on a train for Katanga and the National Army reaching close to the Capital, the end of South Kasai fares near.;;;;;;;;;;X
EVTDESC8003346;Posing himself as the representative of the Luba people, Kalonji grew interested in assuming the title of Mulopwe. The Mulopwe, or in english King/Emperor, has traditionally been the leader of the Luba Empire before colonization. By doing so and adopting the title ditunga for the nation, homeland, Kalonji seeks to gain more legittimacy through connections with the former Luba nation. Shall Kalonji be crowned, first the crown shall be given to his father who will then abdicate in favour of the leader to not attract any suspicion, then the official name of the country will change from Federated State of South Kasai to Federated Kingdom of South Kasai.;;;;;;;;;;X
EVTDESC8003347;With the end of conflicts in the Congo Basin, we need to finally decide the course of the 'Nation'. Should we re-join Congo as an autonomous Federated State as planned, or has South Kasai developed through the War the right to nationhood? Surely our foreign backers would prefer to see our nation independent, but has the end of conflicts given way for South kasai to be recognized as a province in Congo?;;;;;;;;;X
EVT_8003341_NAME;Losing to Communists;;;;;;;;;;X
EVT_8003341_DESC;Despite UN and American support, the central government failed to retain control over the capital city, not mentioning the rest of the country. Supporters of radical left take control over the country.;;;;;;;;;;X
EVT_8003341_A;OK;;;;;;;;;;X
EVT_8003402_NAME;Costa Rican Civil War;;;;;;;;;;X
EVT_8003402_DESC;Through fraud, former President Calderon supporters prevented and invalidated the March 1, 1948, presidential election in which Otilio Ulate had defeated Calderon in his second term bid. In March-April 1948, the protests over the election results mushroomed into armed conflict, then into revolution. Figueres defeated Communist-led guerrillas and the Costa Rican Army, which had joined forces with President Picado.;;;;;;;;;;X
EVT_8003402_A;Fight for democracy;;;;;;;;;;X
EVT_8003402_B;Rafael Calderon stays in power;;;;;;;;;;X
EVT_8003403_NAME;Ferrer steps down;;;;;;;;;;X
EVT_8003403_DESC;As promised, after enacting his reforms Jose Figueres Ferrer stepped down from the office of the president.;;;;;;;;;;X
EVT_8003403_A;Step down;;;;;;;;;;X
EVT_8003403_B;It's military government after all!;;;;;;;;;;X
EVT_8003414_NAME;Abolishment of the Army;;;;;;;;;;X
EVT_8003414_DESC;After the civil war Figueres became President at the head of a provisional junta known as the 'Junta Fundadora' (Founding Council) that held power for 18 months. During that he abolished the army saying: 'The future of mankind cannot include armed forces. Police, yes, because people are imperfect.' Ever since, Costa Rica has had no army and has maintained a 7,500-member national police force for a population of over four million.;;;;;;;;;;X
EVT_8003414_A;It is possible!;;;;;;;;;;X
EVT_8003414_B;Are you mad?;;;;;;;;;;X
EVT_8003808_NAME;Castro comes to power;;;;;;;;;;X
EVT_8003808_DESC;Whilst still in the Sierra Maestra, Castro had made it clear that the lawyer Manuel Urrutia Lleó should be the new Cuban president and leader of the provisional government. An established figure, Urrutia had defended several revolutionaries, including members of the MR-26-7, in court during the Batista administration, and it was for this reason that Castro believed he would make a good leader, being both connected to the Cuban establishment and favourable to the revolutionary cause.;;;;;;;;;;X
EVT_8003808_A;Viva la Revolucion!;;;;;;;;;;X
EVT_8003811_NAME;Attack on Moncada Barracks;;;;;;;;;;X
EVT_8003811_DESC;On 26 July 1953 Castro, acting against Batista's regime, led a historic attack on the Moncada Barracks near Santiago de Cuba, but failed. Many soldiers were killed by Castro's forces. However, Castro was captured, tried and sentenced to 15 years in prison. Later he was released by the Batista government in 1956, when amnesty was given to many political prisoners, and left for Mexico.;;;;;;;;;;X
EVT_8003811_A;The attack fails;;;;;;;;;;X
EVT_8003811_B;The attack succeeds;;;;;;;;;;X
EVT_8003812_NAME;Rebellion of Castro;;;;;;;;;;X
EVT_8003812_DESC;Central government of Batista, unable to contain Castro, is losing ground to revolters. More and more villages and rural towns show sympathy and provide support to those troublemakers. Still, there is hope that we somehow outmaneuver partisans and catch Castro dead or alive which should bring insurgency to quick end.;;;;;;;;;;X
EVT_8003812_A;The rebellion rages on;;;;;;;;;;X
EVT_8003812_B;Havana falls to insurgents!;;;;;;;;;;X
EVT_8003812_C;We ambushed and killed Castro!;;;;;;;;;;X
EVT_8003813_NAME;Castro fails;;;;;;;;;;X
EVT_8003813_DESC;Today, Some of Fidel Castros closest aides was caught, to the much delight of Batista. With so many problems attributed to him, for sure he won't see daylight again and the raging revolt on the island will gradually die down.;;;;;;;;;;X
EVT_8003813_A;Hooray;;;;;;;;;;X
EVT_8003814_NAME;Granma Landing;;;;;;;;;;X
EVT_8003814_DESC;Castro led a group of 82 men that sailed to Cuba on board the yacht Granma, landing in the eastern part of the island in December 1956. Despite a pre-landing rising in Santiago by Frank Pais of the urban pro-Castro movement, most of Castro's men were killed, dispersed or taken prisoner by Batista's forces. Castro managed to escape to the Sierra Maestra mountains with about 12-17 effectives, aided by the urban and rural opposition, and began a guerrilla campaign against the regime.;;;;;;;;;;X
EVT_8003814_A;The attack succeeds;;;;;;;;;;X
EVT_8003814_B;The attack fails;;;;;;;;;;X
EVT_8003815_NAME;Cuba at crossroads;;;;;;;;;;X
EVT_8003815_DESC;United States were very quick to recognize Castro government and tried to seek ways to keep Cuba within American sphere of influence. However, Castro's policies began to quickly radicalize, and to American astonishment, he turned out to be staunch opponent of American presence in Cuba. Soviet Union seemed a more natural ally.;;;;;;;;;;X
EVT_8003815_A;Take strict stance against USA;;;;;;;;;;X
EVT_8003815_B;Ease the revolutionary spirit;;;;;;;;;;X
EVT_8003816_NAME;Bay of Pigs Invasion;;;;;;;;;;X
EVT_8003816_DESC;In April 1960, the CIA began to recruit anti-Castro Cuban exiles in the Miami area. Until July 1960, assessment and training was carried out on Useppa Island and at various other facilities in South Florida, such as Homestead AFB. They were trained to perform an amphibious assault on Cuba and drive out communist government from the island.;;;;;;;;;;X
EVT_8003816_A;Carry out the mission;;;;;;;;;;X
EVT_8003816_B;Cuba is lost for good;;;;;;;;;;X
EVT_8003817_NAME;Bay of Pigs Invasion fails;;;;;;;;;;X
EVT_8003817_DESC;The Bay of Pigs Invasion (known as La Batalla de Girón in Cuba), was an unsuccessful attempt by a U.S.-trained force of Cuban exiles to invade southern Cuba with support from U.S. government armed forces to overthrow the Cuban government of Fidel Castro. The plan was launched in April 1961, less than three months after John F. Kennedy assumed the presidency in the United States. The Cuban armed forces, trained and equipped by Eastern Bloc nations, defeated the exile combatants in three days.;;;;;;;;;;X
EVT_8003817_A;OK;;;;;;;;;;X
EVT_8003818_NAME;Bay of Pigs Invasion fails;;;;;;;;;;X
EVT_8003818_DESC;The failed invasion severely embarrassed the Kennedy Administration, and made Castro wary of future US intervention in Cuba. On 21 April, in a State Department press conference, President Kennedy said: 'There's an old saying that victory has a hundred fathers and defeat is an orphan... What matters is only one fact, I am the responsible officer of the government.';;;;;;;;;;X
EVT_8003818_A;Shame on us;;;;;;;;;;X
EVT_8003819_NAME;Bay of Pigs Invasion succeeds;;;;;;;;;;X
EVT_8003819_DESC;The attempt to overthrow the Cuban government of Fidel Castro, launched in April 1961, had profound effect and communist forces folded easily. The route to Havana is open and rule of Castro ends sooner than anyone expected.;;;;;;;;;;X
EVT_8003819_A;OK;;;;;;;;;;X
EVT_8003820_NAME;Bay of Pigs Invasion succeeds;;;;;;;;;;X
EVT_8003820_DESC;In spite of imperfections of the original plan, the Bay of Pigs invasion succeeded and Castro's young regime was swept away. Batista once again rides the street of Havana, this time even more dependent on us.;;;;;;;;;;X
EVT_8003820_A;OK;;;;;;;;;;X
EVT_8003821_NAME;Castro's visit in the USA;;;;;;;;;;X
EVT_8003821_DESC;On February 16, 1959, Castro was sworn in as Prime Minister of Cuba, accepting the position on the condition that the Prime Minister’s powers be increased. Between 15 and 26 April Castro visited the U.S. with a delegation of representatives, hiring a public relations firm for a charm offensive and presenting himself as a 'man of the people'. U.S. President Dwight D. Eisenhower avoided meeting Castro, who instead met Vice President Richard Nixon, a man Castro instantly disliked. Proceeding to Canada, Trinidad, Brazil, Uruguay and Argentina, Castro attended an economic conference in Buenos Aires, unsuccessfully proposing a USD30 billion U.S.-funded 'Marshall Plan' for Latin America.;;;;;;;;;;X
EVT_8003821_A;Carry out charm offensive;;;;;;;;;;X
EVT_8003821_B;Preach Marxism;;;;;;;;;;X
EVT_8003822_NAME;First Agrarian Reform;;;;;;;;;;X
EVT_8003822_DESC;"Appointing himself president of the National Institute of Agrarian Reform (Instituto Nacional de Reforma Agraria - INRA), on 17 May 1959, Castro signed into law the First Agrarian Reform, limiting landholdings to 993 acres (4.02 km2) per owner and forbidding further foreign land-ownership. Large land-holdings were broken up and redistributed;;;;;;;;;;X
EVT_8003822_A;Land to the masses;;;;;;;;;;X
EVT_8003822_B;Soothe landowners;;;;;;;;;;X
EVT_8003823_NAME;Fall of Urrutia;;;;;;;;;;X
EVT_8003823_DESC;"Although refusing to categorize his regime as socialist and repeatedly denying being a communist, Castro appointed Marxists to senior government and military positions;;;;;;;;;;X
EVT_8003823_A;He's fervent anti-communist!;;;;;;;;;;X
EVT_8003823_B;We need moderates like him;;;;;;;;;;X
EVT_8003824_NAME;General UN Assembly of 1960;;;;;;;;;;X
EVT_8003824_DESC;"In September 1960, Castro flew to New York City for the General Assembly of the United Nations. Offended by the attitude of the elite Shelburne Hotel, he and his entourage stayed at the cheap, run-down Hotel Theresa in the impoverished area of Harlem, meeting with journalists and anti-establishment figures like Malcolm X. Also visited by the Soviet Premier Nikita Khruschev, the two leaders publicly highlighted the poverty faced by U.S. citizens in areas like Harlem;;;;;;;;;;X
EVT_8003824_A;Stay at Shelburne Hotel;;;;;;;;;;X
EVT_8003824_B;Visit Hotel Theresa;;;;;;;;;;X
EVT_8003825_NAME;Consolidating political power;;;;;;;;;;X
EVT_8003825_DESC;"Castro feared a U.S.-backed coup, in 1959 spending USD120 million on Soviet, French and Belgian weaponry. With the intent of constructing the largest army in Latin America, by early 1960 the government had doubled the size of the Cuban armed forces. Fearing counter-revolutionary elements in the army, the government created a People's Militia to arm citizens favorable to the revolution, training at least 50,000 supporters in combat techniques. In September 1960, they created the Committees for the Defense of the Revolution (CDR), a nationwide civilian organization who implemented neighborhood spying to weed out 'counter-revolutionary' activities and who could support the army in the case of invasion;;;;;;;;;;X
EVT_8003825_A;Unite under the red banner!;;;;;;;;;;X
EVT_8003825_B;Strength in plurality;;;;;;;;;;X
EVT_8003826_NAME;Nationalization of refineries;;;;;;;;;;X
EVT_8003826_DESC;Expressing contempt for the U.S., Castro shared the ideological views of the USSR, establishing relations with several Marxist-Leninist states. Meeting with Soviet First Deputy Premier Anastas Mikoyan, Castro agreed to provide the USSR with sugar, fruit, fibers, and hides, in return for crude oil, fertilizers, industrial goods, and a USD100 million loan. Cuba’s government ordered the country's refineries  then controlled by the U.S. corporations Shell, Esso and Standard Oil  to process Soviet oil, but under pressure from the U.S. government, they refused. Castro responded by expropriating and nationalizing the refineries. In retaliation, the U.S. cancelled its import of Cuban sugar, provoking Castro to nationalize most U.S.-owned assets on the island, including banks and sugar mills.;;;;;;;;;;X
EVT_8003826_A;We will lay hands on our black gold;;;;;;;;;;X
EVT_8003826_B;Offer concessions;;;;;;;;;;X
EVT_8003830_NAME;Cuba at Crossroads;;;;;;;;;;X
EVT_8003830_DESC;The United States recognized the Castro government on 7 January 1959, six days after Batista fled Cuba. President Eisenhower sent a new ambassador, Philip Bonsal, to replace Earl T. Smith, who had been close to Batista. The Eisenhower administration, in agreement with the American media and Congress, did this with the assumption that 'Cuba [would] remain in the U.S. sphere of influence'. If Castro accepted these parameters, he would be allowed to stay in power. Otherwise he would be overthrown.;;;;;;;;;;X
EVT_8003830_A;We admire USA;;;;;;;;;;X
EVT_8003830_B;We admire USSR;;;;;;;;;;X
EVT_8003830_C;We go third way;;;;;;;;;;X
EVT_8003831_NAME;American stance on Castro and Cuba;;;;;;;;;;X
EVT_8003831_DESC;Despite leftist sympathies of Fidel Castro and his close associates, post-revolution Cuba retained its cordial relations with us, fearing potential backlash. Shall we take advantage of this blatant weakness and treat Cuba as our protectorate, or should we establish political and economic ties as two equal states?;;;;;;;;;;X
EVT_8003831_A;Cuba will be our playground;;;;;;;;;;X
EVT_8003831_B;Give them fair deal;;;;;;;;;;X
EVT_8003832_NAME;Soviet stance on Castro and Cuba;;;;;;;;;;X
EVT_8003832_DESC;Due to leftist sympathies of Fidel Castro and his close associates and American opposition towards change of rule on the island, post-revolution Cuba aim to establish its cordial relations with us, to counter American influence. Shall we take advantage of this opportunity to gain foothold in the Western Hemisphere, or is Cuba too exotic and distant for our political ties to hold?;;;;;;;;;;X
EVT_8003832_A;Establish cordial relations;;;;;;;;;;X
EVT_8003832_B;It's too far from Moscow;;;;;;;;;;X
EVT_8003833_NAME;Protectorate of Cuba;;;;;;;;;;X
EVT_8003833_DESC;American administration decided to put pressure on us and demanded a lot of concessions to let Castro remain at power. What else could we expect from the neighboring superpower?;;;;;;;;;;X
EVT_8003833_A;OK;;;;;;;;;;X
EVT_8003834_NAME;Democratic and free Republic of Cuba;;;;;;;;;;X
EVT_8003834_DESC;American administration decided to play fair and accepted Castro remaining at power, vowing to let American companies return to post-revolution island with with new investments.;;;;;;;;;;X
EVT_8003834_A;OK;;;;;;;;;;X
EVT_8003835_NAME;Western jewel of the socialist world;;;;;;;;;;X
EVT_8003835_DESC;USSR accepted Castro's overtures and provided far-reaching political support and economic help to the nascent socialist republic. The socialist world gained a fervent supported at the gates of the enemy and long-lasting thankfulness of the Cuban people!;;;;;;;;;;X
EVT_8003835_A;OK;;;;;;;;;;X
EVT_8003836_NAME;Betrayal of the socialist world;;;;;;;;;;X
EVT_8003836_DESC;USSR brushed off Castro's overtures, finding support for Cuba too costly and potential return dubious at best. Cuban revolution is at prey of Americans and voices of contempt can be heard among all social strata of the island!;;;;;;;;;;X
EVT_8003836_A;OK;;;;;;;;;;X
EVT_8004103_NAME;Aftermath of the coup;;;;;;;;;;X
EVT_8004103_DESC;In response to the coup, on 20 July 1974 Turkey invaded the island claiming that the action was compliant with the 1960 treaty of Guarantee, taking control of the north and dividing Cyprus along what became known as the Green Line, cutting off about a third of the total territory. Historically, after the failure of his actions, Sampson resigned, the military regime that had appointed him collapsed, and Makarios returned.;;;;;;;;;;X
EVT_8004103_A;Let Archbishop Makarios return;;;;;;;;;;X
EVT_8004103_B;Choose Clerides;;;;;;;;;;X
EVT_8004103_C;Choose Sampson;;;;;;;;;;X
EVT_8004110_NAME;1974 Cypriot Coup;;;;;;;;;;X
EVT_8004110_DESC;The 1974 Cypriot coup d'état was a military coup d'état by the Greek Cypriot EOKA-B paramilitary organization, backed by the Cypriot National Guard and the Greek military junta of 19671974. On 15 July 1974 the coup plotters ousted President Makarios III (who fled to the United Kingdom) and replaced him with pro-Enosis (union with Greece) nationalist Nikos Sampson as dictator.;;;;;;;;;;X
EVT_8004110_A;Carry out the coup;;;;;;;;;;X
EVT_8004110_B;Let us be cautious;;;;;;;;;;X
