ENG_1320;Andaman Islands;Andaman Islands;Andaman Islands;;Andaman Islands;;;;;;;;;x;;;;;;;;;;;;;;;;
ENG_1321;Ceylon;Ceylan;Ceylon;;Ceilán;;;;;;;;;x;;;;;;;;;;;;;;;;
SIK_1328;Sikkim;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
BHU_1329;Bhutan;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ENG_1343;Tenasserim;Tenasserim;Tenasserim;;Tenasserim;;;;;;;;;x;;;;;;;;;;;;;;;;
MSY_1387;Central Malaya;Malaya;Malaya;;Malaya;;;;;;;;;x;;;;;;;;;;;;;;;;
ENG_1385;Southern Malaya;Malaya;Malaya;;Malaya;;;;;;;;;x;;;;;;;;;;;;;;;;
ENG_1391;Northern Malaya;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;
ENG_1818;Chad;Tchad;Tschad;;Chad;;;;;;;;;x;;;;;;;;;;;;;;;;
ENG_1825;Borkou-Ennedi-Tibesti;Borkou-Ennedi-Tibesti;Borkou-Ennedi-Tibesti;;Borkou-Ennedi-Tibesti;;;;;;;;;x;;;;;;;;;;;;;;;;
ENG_1843;Equatoria; Region Équateur;Äquatoria;;Equatoria;;;;;;;;;x;;;;;;;;;;;;;;;;
ENG_1844;Sudd;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;
ENG_1848;Eritrea;L'Érythrée;Eritrea;;Eritrea;;;;;;;;;x;;;;;;;;;;;;;;;;
ENG_1868;Somaliland;Somalie;Somaliland;;Somalilandia;;;;;;;;;x;;;;;;;;;;;;;;;;
ENG_1887;Liberia;Libéria;Liberia;;Liberia;;;;;;;;;x;;;;;;;;;;;;;;;;
ENG_1956;South Cameroon;Sud du Cameroun;Süd-Kamerun;;Camerún meridional;;;;;;;;;x;;;;;;;;;;;;;;;;
ENG_1960;North Cameroon;Nord du Cameroun;Nord-Kamerun;;Camerún septentrional;;;;;;;;;x;;;;;;;;;;;;;;;;
ENG_1979;Guayana;Guayana;Guayana;;Guayana;;;;;;;;;x;;;;;;;;;;;;;;;;
ENG_2014;Zambia;Zambie;Zambia;;Zambia;;;;;;;;;x;;;;;;;;;;;;;;;;
ENG_2016;Kazembe;Kazembe;Kazembe;;Kazembe;;;;;;;;;x;;;;;;;;;;;;;;;;
ENG_2019;Uganda;Ouganda;Uganda;;Uganda;;;;;;;;;x;;;;;;;;;;;;;;;;
ENG_2024;Central Kenya;Kenya;Kenia;;Kenia;;;;;;;;;x;;;;;;;;;;;;;;;;
ENG_2031;North Eastern Province;Kenya;Kenia;;Kenia;;;;;;;;;x;;;;;;;;;;;;;;;;
ENG_2026;Rift Valley;Vallée du Rift;Großer Afrikanischer Grabenbruch;;Rift Valley;;;;;;;;;x;;;;;;;;;;;;;;;;
ENG_2029;Zanzibar;Zanzibar;Sansibar;;Zanzibar;;;;;;;;;x;;;;;;;;;;;;;;;;
ENG_2034;Tanganyika;Tanzanie;Tanganjika;;Tanganyika;;;;;;;;;x;;;;;;;;;;;;;;;;
ENG_2036;Zanzibar;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;
ENG_2039;Lindi;Lindi;Lindi;;Lindi;;;;;;;;;x;;;;;;;;;;;;;;;;
ENG_2044;Tanganyika;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;
ENG_2048;Zanzibar;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;
ENG_2067;Nyasaland;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;
ENG_2068;Zambezi;Zambèze;Sambesi;;Zambezi;;;;;;;;;x;;;;;;;;;;;;;;;;
ENG_2071;Matabeleland;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;
ENG_2074;Botswana;Botswana;Botswana;;Botswana;;;;;;;;;x;;;;;;;;;;;;;;;;
ENG_2078;Hereroland;Hereroland;Hereroland;;Hereroland;;;;;;;;;x;;;;;;;;;;;;;;;;
ENG_2083;Namaqualand;Namaqualand;Namaqualand;;Namaqualandia;;;;;;;;;x;;;;;;;;;;;;;;;;
ENG_2087;Cape Colony;Colonie du Cap;Cape Colony;;Colonia del Cabo;;;;;;;;;x;;;;;;;;;;;;;;;;
ENG_2092;Northern Cape;Cap nord;Northern Cape;;Cabo del norte;;;;;;;;;x;;;;;;;;;;;;;;;;
ENG_2094;Kimberley;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;
ENG_2096;Eastern Cape;Cap oriental;Eastern Cape;;Cabo oriental;;;;;;;;;x;;;;;;;;;;;;;;;;
ENG_2125;Indian Ocean Territory;Territoire de l'océan Indien;Territorium im Indischen Ozean;;Indian Ocean Territory;;;;;;;;;x;;;;;;;;;;;;;;;;
ENG_2132;South Atlantic Islands;South Atlantic Islands;Südatlantische Inseln;;South Atlantic Islands;;;;;;;;;x;;;;;;;;;;;;;;;;
ENG_22;Alberta;Alberta;Alberta;;Alberta;;;;;;;;;x;;;;;;;;;;;;;;;;
ENG_2224;Leeward Islands;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ENG_2228;Windward Islands;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ENG_2468;New South Wales;Nouvelles-Galles du sud;New South Wales;;Nueva Gales del Sur;;;;;;;;;x;;;;;;;;;;;;;;;;
ENG_2476;Victoria;Victoria;Victoria;;Victoria;;;;;;;;;x;;;;;;;;;;;;;;;;
ENG_2483;Queensland;Queensland;Queensland;;Queensland;;;;;;;;;x;;;;;;;;;;;;;;;;
ENG_2491;South Australia;Australie du sud;South Australia;;Australia meridional;;;;;;;;;x;;;;;;;;;;;;;;;;
ENG_2497;Western Australia;Australie occidentale;Western Australia;;Australia occidental;;;;;;;;;x;;;;;;;;;;;;;;;;
ENG_2505;Northern Territory;Territoires du Nord;Northern Territory;;Territorio Septentrional;;;;;;;;;x;;;;;;;;;;;;;;;;
ENG_2509;North Island;Île du Nord;North Island;;Isla del Norte;;;;;;;;;x;;;;;;;;;;;;;;;;
ENG_2513;South Island;Île du Sud;South Island;;Isla del Sur ;;;;;;;;;x;;;;;;;;;;;;;;;;
ENG_254;Ulster;Ulster;Ulster;;Ulster;;;;;;;;;x;;;;;;;;;;;;;;;;
ENG_258;Connacht;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;
ENG_260;Munster;Münster;Munster;;Münster;;;;;;;;;x;;;;;;;;;;;;;;;;
ENG_263;Leinster-Connacht;Leinster-Connacht;Leinster-Connacht;;Leinster-Connacht;;;;;;;;;x;;;;;;;;;;;;;;;;
ENG_266;Highlands;Highlands;Highlands;;Highlands;;;;;;;;;x;;;;;;;;;;;;;;;;
ENG_271;Lowlands;Lowlands;Lowlands;;Lowlands;;;;;;;;;x;;;;;;;;;;;;;;;;
ENG_273;Wales;Pays de Galles;Wales;;Gales;;;;;;;;;x;;;;;;;;;;;;;;;;
ENG_277;North West England;Angleterre du nord-ouest;Nordwestengland;;Inglaterra Noroccidental;;;;;;;;;x;;;;;;;;;;;;;;;;
ENG_280;North East England;Angleterre du nord-est;Nordostengland;;Inglaterra Nororiental;;;;;;;;;x;;;;;;;;;;;;;;;;
ENG_284;Midlands;Midlands;Midlands;;Midlands;;;;;;;;;x;;;;;;;;;;;;;;;;
ENG_291;Eastern Counties;Angleterre de l'est;Eastern Counties;;Condados Orientales;;;;;;;;;x;;;;;;;;;;;;;;;;
ENG_296;South West England;Angleterre du sud-ouest;Südwestengland;;Inglaterra suroccidental;;;;;;;;;x;;;;;;;;;;;;;;;;
ENG_30;Saskatchewan;Saskatchewan;Saskatchewan;;Saskatchewan;;;;;;;;;x;;;;;;;;;;;;;;;;
ENG_300;South East England;Angleterre du sud-est;Südostengland;;Inglaterra suroriental;;;;;;;;;x;;;;;;;;;;;;;;;;
ENG_36;Manitoba;Manitoba;Manitoba;;Manitoba;;;;;;;;;x;;;;;;;;;;;;;;;;
ENG_43;Nunavut;Nunavut;Nunavut;;Nunavut;;;;;;;;;x;;;;;;;;;;;;;;;;
ENG_44;Nunavut Territory;Nunavut;Nunavut Territory;;Territorio de Nunavut;;;;;;;;;x;;;;;;;;;;;;;;;;
ENG_46;Ontario;Ontario;Ontario;;Ontario;;;;;;;;;x;;;;;;;;;;;;;;;;
ENG_58;Quebec;Québécois;Quebec;;Quebec;;;;;;;;;x;;;;;;;;;;;;;;;;
ENG_6;East Maharashtra;Territoire du Yukon;Yukon Territory;;Territorio del Yukón;;;;;;;;;x;;;;;;;;;;;;;;;;
ENG_68;Maritimes;Nouveau-Brunswick;New Brunswick;;New Brunswick;;;;;;;;;x;;;;;;;;;;;;;;;;
ENG_74;Newfoundland;Terre-Neuve;Neufundland;;Terra Nova;;;;;;;;;x;;;;;;;;;;;;;;;;
ENG_9;Northwest Territories;Territoires du N-O;Northwest Territories;;Territorios noroccidentales;;;;;;;;;x;;;;;;;;;;;;;;;;
ETH_1852;Begemder;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;
ETH_1853;Tigray;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;
ETH_1854;Gonder-Tigray;Gonder-Tigray;Gonder-Tigray;;Gonder-Tigray;;;;;;;;;x;;;;;;;;;;;;;;;;
ETH_1859;Oromia;Oromia;Oromia;Oromia;Oromía;;;;;;;;;x;;;;;;;;;;;;;;;;
ETH_1862;Gibe;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;
ETH_1864;Amhara;Amhara;Amhara;;Amhara;;;;;;;;;x;;;;;;;;;;;;;;;;
ETH_1865;Hararghe;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;
ETH_1867;Oromia;Oromia;Oromia;;Oromia;;;;;;;;;x;;;;;;;;;;;;;;;;
FRA_1700;Algiers;Alger;Algier;;Algiers;;;;;;;;;x;;;;;;;;;;;;;;;;
FRA_1775;Mauritania;Côte de la Mauritanie;Mauretanische Küste;;Costa de Mauritania;;;;;;;;;x;;;;;;;;;;;;;;;;
FRA_1780;Inner Mauritania;Mauritanie intérieure;Inneres Mauritanien;;Mauritania interior;;;;;;;;;x;;;;;;;;;;;;;;;;
FRA_1783;Senegal;Sénégal;Senegal;;Senegal;;;;;;;;;x;;;;;;;;;;;;;;;;
FRA_1788;Gambia;Gambie;Gambia;;Gambia;;;;;;;;;x;;;;;;;;;;;;;;;;
FRA_1798;Eastern Mali;Mali orientale;Ost-Mali;;Eastern Mali;;;;;;;;;x;;;;;;;;;;;;;;;;
FRA_1801;Western Mali;Mali ouest;West-Mali;;Western Mali;;;;;;;;;x;;;;;;;;;;;;;;;;
FRA_1803;Timbuktu;Timbuktu;Timbuktu;;Timbuktu;;;;;;;;;x;;;;;;;;;;;;;;;;
FRA_1808;Outer Hausaland;Outer Hausaland;Äußeres Hausaland;;Outer Hausaland;;;;;;;;;x;;;;;;;;;;;;;;;;
FRA_1813;Niger;Niger;Niger;;Níger;;;;;;;;;x;;;;;;;;;;;;;;;;
FRA_1816;Bornu;Bornou;Bornu;;Bornu;;;;;;;;;x;;;;;;;;;;;;;;;;
FRA_1878;Lower Guinea;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;
FRA_1879;Guinea;Guinée;Guinea;;Guinea;;;;;;;;;x;;;;;;;;;;;;;;;;
FRA_1883;Upper Guinea;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;
FRA_1884;Sierra Leone;Sierra Leone;Sierra Leone;;Sierra Leona;;;;;;;;;x;;;;;;;;;;;;;;;;
FRA_1892;Ivory Coast;Est de la Côte d’Ivoire;Östliche Elfenbeinküste;;Costa de Marfil oriental;;;;;;;;;x;;;;;;;;;;;;;;;;
FRA_1893;Windward Coast;Ouest de la Côte d’Ivoire;Westliche Elfenbeinküste;;Costa de Marfil occidental;;;;;;;;;x;;;;;;;;;;;;;;;;
FRA_1901;Volta;Volta;Volta;;Volta;;;;;;;;;x;;;;;;;;;;;;;;;;
FRA_1907;Ghana;Ghana;Ghana;;Ghana;;;;;;;;;x;;;;;;;;;;;;;;;;
FRA_1914;Togo;Togo;Togo;;Togo;;;;;;;;;x;;;;;;;;;;;;;;;;
FRA_1919;Dahomey;Dahomey;Dahomey;;Dahomey;;;;;;;;;x;;;;;;;;;;;;;;;;
FRA_1923;Western Nigeria;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
FRA_1927;Northwestern Nigeria;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
FRA_1930;Mid-Western Nigeria;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
FRA_1931;Niger Delta;Niger Delta;Niger-Delta;;Niger Delta;;;;;;;;;x;;;;;;;;;;;;;;;;
FRA_1937;Nigeria;Nigeria;Nigeria;;Nigeria;;;;;;;;;x;;;;;;;;;;;;;;;;
FRA_1939;East Hausaland;East Hausaland;Ost-Hausaland;;East Hausaland;;;;;;;;;x;;;;;;;;;;;;;;;;
FRA_1965;Ubangi-Shari;Oubangi-Chari;Ubangi-Schari;;Ubangi-Shari;;;;;;;;;x;;;;;;;;;;;;;;;;
FRA_1970;Bangassou;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;
FRA_1972;Gabon;Gabon;Gabun;;Gabón;;;;;;;;;x;;;;;;;;;;;;;;;;
FRA_1978;Congo;Congo;Kongo;;El Congo;;;;;;;;;x;;;;;;;;;;;;;;;;
FRA_399;Picardie;Picardie;Picardie;;Picardía;;;;;;;;;x;;;;;;;;;;;;;;;;
FRA_404;Champagne;Champagne;Champagne;;Champaña;;;;;;;;;x;;;;;;;;;;;;;;;;
FRA_411;Franche-Comté;Franche-Comté;Franche-Comté;;Franco Condado;;;;;;;;;x;;;;;;;;;;;;;;;;
FRA_412;Alsace-Lorraine;Alsace-Lorraine;Alsace-Lorraine;;Alsacia-Lorena;;;;;;;;;x;;;;;;;;;;;;;;;;
FRA_418;Normandie;Normandie;Normandie;;Normandía;;;;;;;;;x;;;;;;;;;;;;;;;;
FRA_420;Bretagne;Bretagne;Bretagne;;Bretaña;;;;;;;;;x;;;;;;;;;;;;;;;;
FRA_425;Ile de France;Ile-de-France;Ile de France;;Île-de-France;;;;;;;;;x;;;;;;;;;;;;;;;;
FRA_428;Bourgogne;Bourgogne;Bourgogne;;Borgoña;;;;;;;;;x;;;;;;;;;;;;;;;;
FRA_435;Loire;Loire;Loire;;Loira;;;;;;;;;x;;;;;;;;;;;;;;;;
FRA_438;Region Centre;Région Centre;Region Centre;;Región Central;;;;;;;;;x;;;;;;;;;;;;;;;;
FRA_442;Poitou;Poitou;Poitou;;Poitou;;;;;;;;;x;;;;;;;;;;;;;;;;
FRA_445;Limousin;Limousin;Limousin;;Lemosín;;;;;;;;;x;;;;;;;;;;;;;;;;
FRA_448;Auvergne;Auvergne;Auvergne;;Auvernia;;;;;;;;;x;;;;;;;;;;;;;;;;
FRA_451;Rhone;Rhône;Rhone;;Rhone;;;;;;;;;x;;;;;;;;;;;;;;;;
FRA_455;Le Midi;Midi;Le Midi;;Le Midi;;;;;;;;;x;;;;;;;;;;;;;;;;
FRA_458;Aquitaine;Aquitaine;Aquitaine;;Aquitania;;;;;;;;;x;;;;;;;;;;;;;;;;
FRA_461;Languedoc;Languedoc;Languedoc;;Languedoc;;;;;;;;;x;;;;;;;;;;;;;;;;
FRA_467;Provence;Provence;Provence;;Provenza;;;;;;;;;x;;;;;;;;;;;;;;;;
FRA_77;Saint Pierre and Miquelon;Saint-Pierre-et-Miquelon ;Saint Pierre und Miquelon;;San Pedro y Miguelón;;;;;;;;;x;;;;;;;;;;;;;;;;
FRA_801;Tahiti;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;
GER_2530;Northern New Guinea;Nouvelle Guinée du nord;Nördliches Neuguinea;;Nueva Guinea Septentrional;;;;;;;;;x;;;;;;;;;;;;;;;;
GRE_826;Peloponnese;Péloponnèse;Peloponnes;;Peloponeso;;;;;;;;;x;;;;;;;;;;;;;;;;
GRE_837;Attica;Attica;Attica;;Ática;;;;;;;;;x;;;;;;;;;;;;;;;;
HAI_2213;Hispaniola;Hispaniola;Hispaniola;;Española;;;;;;;;;x;;;;;;;;;;;;;;;;
HAM_528;Osthannover;Osthannover;Osthannover;;Osthannover;;;;;;;;;x;;;;;;;;;;;;;;;;
HAN_528;Lower Elbe;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;
HAN_534;Hannover;Hanovre;Hannover;;Hannover;;;;;;;;;x;;;;;;;;;;;;;;;;
HAN_540;East Friesland;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;
HAW_658;Hawaiian Islands;Îles d'Hawaï;Hawaii-Inseln;;Islas Hawai;;;;;;;;;x;;;;;;;;;;;;;;;;
HDJ_1151;Hedjaz;Hedjaz;Hedjaz;;Hedjaz;;;;;;;;;x;;;;;;;;;;;;;;;;
HEK_568;Hessen;Hesse;Hessen;;Hesse;;;;;;;;;x;;;;;;;;;;;;;;;;
HES_2560;Hesse-Nassau;Hesse-Nassau;Hessen-Nassau;;Hesse-Nassau;;;;;;;;;x;;;;;;;;;;;;;;;;
HOL_369;Holstein;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;
HYD_1283;Telangana;Hyderabad;Hyderabad;;Hyderabad;;;;;;;;;x;;;;;;;;;;;;;;;;
JAP_1086;Sakhalin;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;
JAP_1088;Hokkaido;Hokkaido;Hokkaido;;Hokkaido;;;;;;;;;x;;;;;;;;;;;;;;;;
JAP_1640;Chugoku;Chugoku;Chugoku;;Chugoku;;;;;;;;;x;;;;;;;;;;;;;;;;
JAP_1649;Kanto;Kanto;Kanto;;Kanto;;;;;;;;;x;;;;;;;;;;;;;;;;
JAP_1654;Ogasawara Islands;Bonin Islands;Bonininseln;;Bonin Islands;;;;;;;;;x;;;;;;;;;;;;;;;;
JAP_1655;Kansai;Kansai;Kansai;;Kansai;;;;;;;;;x;;;;;;;;;;;;;;;;
JAP_1660;Kyushu;Kyushu;Kyushu;;Kyushu;;;;;;;;;x;;;;;;;;;;;;;;;;
JAP_1665;Shikoku;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;
JAP_1672;Tohoku;Tohoku;Tohoku;;Tohoku;;;;;;;;;x;;;;;;;;;;;;;;;;
JAP_1675;Chubu;Chubu;Chubu;;Chubu;;;;;;;;;x;;;;;;;;;;;;;;;;
KAL_1221;Baluchistan;Baluchistan;Belutschistan;;Baluchistan;;;;;;;;;x;;;;;;;;;;;;;;;;
KOK_1190;Kyrgyzstan;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
KHI_1191;Uzbekistan;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
UZB_1192;Karakalpakstan;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;
KOK_1208;Gorno-Badakhshan;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;
KOK_1210;Tajikistan;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;
KOR_1619;Pyongyang;Pyongyang;Pjöngjang;;Pyongyang;;;;;;;;;x;;;;;;;;;;;;;;;;
KOR_1624;Seoul;Seoul;Seoul;;Seoul;;;;;;;;;x;;;;;;;;;;;;;;;;
KOR_1627;Sariwon;Sariwon;Sariwon;;Sariwon;;;;;;;;;x;;;;;;;;;;;;;;;;
KOR_1635;Busan;Busan;Busan;;Busan;;;;;;;;;x;;;;;;;;;;;;;;;;
LUA_1356;Laos;Laos;Laos;;Laos;;;;;;;;;x;;;;;;;;;;;;;;;;
MAD_2117;South Madagascar;Sud de Madagascar;Süd-Madagaskar;;South Madagascar;;;;;;;;;x;;;;;;;;;;;;;;;;
MAD_2121;North Madagascar;Du Nord de Madagascar;Nord-Madagaskar;;North Madagascar;;;;;;;;;x;;;;;;;;;;;;;;;;
MEC_544;Schleswig-Holstein;Slesvig-Holstein;Schleswig-Holstein;;Schleswig-Holstein;;;;;;;;;x;;;;;;;;;;;;;;;;
MEX_100;Arizona;Arizona;Arizona;;Arizona;;;;;;;;;x;;;;;;;;;;;;;;;;
MEX_103;New Mexico;Nouveau-Mexique;New Mexico;;Nuevo México;;;;;;;;;x;;;;;;;;;;;;;;;;
MEX_2138;Sonora;Sonora;Sonora;;Sonora;;;;;;;;;x;;;;;;;;;;;;;;;;
MEX_2142;Chihuahua;Chihuahua;Chihuahua;;Chihuahua;;;;;;;;;x;;;;;;;;;;;;;;;;
MEX_2146;Nuevo León;Nuevo León;Nuevo León;;Nuevo León;;;;;;;;;x;;;;;;;;;;;;;;;;
MEX_2151;Durango;Durango;Durango;;Durango;;;;;;;;;x;;;;;;;;;;;;;;;;
MEX_2161;Jalisco;Jalisco;Jalisco;;Jalisco;;;;;;;;;x;;;;;;;;;;;;;;;;
MEX_2162;México;México;Mexiko;;México;;;;;;;;;x;;;;;;;;;;;;;;;;
MEX_2170;Morelia;Morelia;Morelia;;Morelia;;;;;;;;;x;;;;;;;;;;;;;;;;
MEX_2173;Zacatecas;Zacatecas;Zacatecas;;Zacatecas;;;;;;;;;x;;;;;;;;;;;;;;;;
MEX_2181;Chiapas;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;
MEX_2183;Yucatán;Yucatán;Yucatán;;Yucatán;;;;;;;;;x;;;;;;;;;;;;;;;;
MEX_85;California;Californie;Kalifornien;;California;;;;;;;;;x;;;;;;;;;;;;;;;;
MEX_94;Nevada;Nevada-Utah;Nevada-Utah;;Nevada-Utah;;;;;;;;;x;;;;;;;;;;;;;;;;
MEX_97;Utah;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;
MOD_739;Emilia;Émilie;Emilia;;Emilia;;;;;;;;;x;;;;;;;;;;;;;;;;
MOL_673;Moldavia;Moldavie;Moldau;;Moldavia;;;;;;;;;x;;;;;;;;;;;;;;;;
MOL_676;Bessarabia;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;
MON_2582;Montenegro;Monténégro;Montenegro;;Montenegro;;;;;;;;;x;;;;;;;;;;;;;;;;
MOR_1683;Taza;Taza;Taza;;Taza;;;;;;;;x;;;;;;;;;;;;;;;;;
MOR_1686;Fez;Fez;Fès;;Fez;;;;;;;;;x;;;;;;;;;;;;;;;;
MOR_1688;al Rif;al Rif;Al Rif;;al Rif;;;;;;;;;x;;;;;;;;;;;;;;;;
MOR_1693;Morocco;Maroc;Marokko;;Morocco;;;;;;;;;x;;;;;;;;;;;;;;;;
MOR_1694;Agadir;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;
MOR_1696;West Morocco;Maroc Occidental;West-Marokko;;Marruecos occidental;;;;;;;;;x;;;;;;;;;;;;;;;;
MYS_1314;Karnataka;Mysore;Mysore;;Mysore;;;;;;;;;x;;;;;;;;;;;;;;;;
NAG_1277;Nagpur;Nagpur;Nagpur;;Nagpur;;;;;;;;;x;;;;;;;;;;;;;;;;
NEJ_1156;Hail;Hail;Ha'il;;Hail;;;;;;;;;x;;;;;;;;;;;;;;;;
NEJ_1157;Nejd;Nejd;Nadschd;;Nejd;;;;;;;;;x;;;;;;;;;;;;;;;;
NEP_1326;Nepal;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;
NEP_1327;Himalayas;Himalayas;Himalaya;;Himalayas;;;;;;;;;x;;;;;;;;;;;;;;;;
NET_1398;Sumatra;Sumatra;Sumatra;;Sumatra;;;;;;;;;x;;;;;;;;;;;;;;;;
NET_1401;Siak;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;
NET_1413;West Java;Java;Java;;Java;;;;;;;;;x;;;;;;;;;;;;;;;;
NET_1418;East Java;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;
NET_1423;East Borneo;Borneo;Borneo;;Borneo;;;;;;;;;x;;;;;;;;;;;;;;;;
NET_1426;South Borneo;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;
NET_1446;Timor;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;
NET_1447;Moluccas;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;
NET_1449;Celebes;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
NET_1451;Western New Guinea;Western New Guinea;West-Neuguinea;;Western New Guinea;;;;;;;;;x;;;;;;;;;;;;;;;;
NET_2235;Leeward Antilles;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;
NET_375;Holland;Hollande;Holland;;Holanda;;;;;;;;;x;;;;;;;;;;;;;;;;
NET_379;Brabant;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;
NET_381;Gelderland;Gelderland;Gelderland;;Gelderland;;;;;;;;;x;;;;;;;;;;;;;;;;
NET_385;Friesland;Frise;Friesland;;Friedland;;;;;;;;;x;;;;;;;;;;;;;;;;
OMA_1166;Oman;Oman;Oman;;Omán;;;;;;;;;x;;;;;;;;;;;;;;;;
ORA_2103;Vrystaat;Vrystaat;Vrystaat;;Vrystaat;;;;;;;;;x;;;;;;;;;;;;;;;;
PAN_1222;Ladakh;Ladakh;Ladakh;;Ladakh;;;;;;;;;x;;;;;;;;;;;;;;;;
PAN_1224;Kashmir;Kashmir;Kaschmir;;Kashmir;;;;;;;;;x;;;;;;;;;;;;;;;;
PAN_1227;West Punjab;Punjab;Punjab;;Punjab;;;;;;;;;x;;;;;;;;;;;;;;;;
PAN_1233;East Punjab;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;
PAP_741;Romagna;Romagne;Romagna;;Romaña;;;;;;;;;x;;;;;;;;;;;;;;;;
PAP_752;Lazio;Lazio;Lazio;;Lazio;;;;;;;;;x;;;;;;;;;;;;;;;;
PER_1110;West Azerbaijan;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
PER_1112;East Azerbaijan;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
PER_1113;Gilan;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
PER_1118;Kordestan;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
PER_1121;Mazandaran;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
PER_1122;Kurdistan;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
PER_1127;Isfahan;Isfahan;Isfahan;;Isfahan;;;;;;;;;x;;;;;;;;;;;;;;;;
PER_1128;Kermanshah;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;
PER_1132;Khuzestan;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;
PER_1136;Fars;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;
PER_1140;Kerman;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;
PER_1144;Sistan and Baluchestan;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;
PER_1148;Khorasan;Khorasan;Khorasan;;Khorasan;;;;;;;;;x;;;;;;;;;;;;;;;;
PEU_2289;Pastaza;Pastaza;Pastaza;;Pastaza;;;;;;;;;x;;;;;;;;;;;;;;;;
PEU_2291;Cajamarca;Cajamarca;Cajamarca;;Cajamarca;;;;;;;;;x;;;;;;;;;;;;;;;;
PEU_2297;Ica;Ica;Ica;;Ica;;;;;;;;;x;;;;;;;;;;;;;;;;
PEU_2300;Lima;Lima;Lima;;Lima;;;;;;;;;x;;;;;;;;;;;;;;;;
PEU_2303;Arequipa;Arequipa;Arequipa;;Arequipa;;;;;;;;;x;;;;;;;;;;;;;;;;
PEU_2308;Arica;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;
POR_1999;North Angola;Nord de l’Angola;Nord-Angola;;Angola del norte;;;;;;;;;x;;;;;;;;;;;;;;;;
POR_2003;South Angola;Sud de l’Angola;Süd-Angola;;Angola meridional;;;;;;;;;x;;;;;;;;;;;;;;;;
POR_2006;East Angola;Est de l’Angola;Ost-Angola;;Angola oriental;;;;;;;;;x;;;;;;;;;;;;;;;;
POR_2049;Lourenço Marques;Lourenço Marques;Lourenço Marques;;Lourenço Marques;;;;;;;;;x;;;;;;;;;;;;;;;;
POR_2053;Zambezia;Zambezia;Zambezia;;Zambezia;;;;;;;;;x;;;;;;;;;;;;;;;;
